Planet number, Real Period, Calculated Period, Period uncertainty, Result, Real t0, t0 calculated, t0 result, TLS outcome, G2 star
Planet A6.84,  9.286139593824041, 9.28624 d, 0.0030328441001827855, Correct Period,  5.204528575046094 d, 5.20772 d, Correct t0 value, Found Correct Transit
Planet A6.85,  2.346524706126654, 2.34658 d, 0.000484518446938198, Correct Period,  1.1548702219768203 d, 1.14526 d, Correct t0 value, Found Correct Transit
Planet A6.86,  26.81674365340689, 26.81792 d, 0.010392923977118329, Correct Period,  10.81915385187556 d, 10.79653 d, Correct t0 value, Found Correct Transit
Planet A6.87,  2.2582401872735165, 2.25826 d, 0.0004603568470449293, Correct Period,  0.24752647361229818 d, 0.24772 d, Correct t0 value, Found Correct Transit
Planet A6.88,  30.205287605636745, 30.20414 d, 0.012181045684046765, Correct Period,  21.07678624270354 d, 21.07825 d, Correct t0 value, Found Correct Transit
Planet A6.89,  57.36538667422051, 57.36038 d, 0.028640072140536432, Correct Period,  23.678479237657225 d, 23.71772 d, Correct t0 value, Found Correct Transit
Planet A6.90,  18.537000575706102, 18.53686 d, 0.006352877904376442, Correct Period,  1.1746516362882742 d, 1.17994 d, Correct t0 value, Found Correct Transit
Planet A6.91,  30.890100707778895, 30.89158 d, 0.015060892601090003, Correct Period,  21.7116192937262 d, 21.71990 d, Correct t0 value, Found Correct Transit
Planet A6.92,  5.02503280128968, 5.02493 d, 0.0011145051618837165, Correct Period,  3.93271837966059 d, 3.94506 d, Correct t0 value, Found Correct Transit
Planet A6.93,  69.50572784623992, 69.50034 d, 0.02959978288415499, Correct Period,  19.156083280048822 d, 19.17234 d, Correct t0 value, Found Correct Transit
Planet A6.94,  31.808814668265445, 31.80793 d, 0.015659492891376914, Correct Period,  0.43180102206936155 d, 0.43597 d, Correct t0 value, Found Correct Transit
Planet A6.95,  40.33264399021149, 40.33883 d, 0.014330798143561196, Correct Period,  11.212560967788276 d, 11.16796 d, Correct t0 value, Found Correct Transit
Planet A6.96,  25.88388307921548, 25.88396 d, 0.011897017100892526, Correct Period,  14.289609204353662 d, 14.28711 d, Correct t0 value, Found Correct Transit
Planet A6.97,  48.50483791080957, 48.49952 d, 0.01832589876601176, Correct Period,  34.26699301722757 d, 34.33958 d, Correct t0 value, Found Correct Transit
Planet A6.98,  20.968166681538772, 20.96849 d, 0.007486249033597403, Correct Period,  16.62768042679826 d, 16.61706 d, Correct t0 value, Found Correct Transit
Planet A6.99,  40.6818686666161, 40.68474 d, 0.021742320809615023, Correct Period,  31.943506391371802 d, 31.87946 d, Correct t0 value, Found Correct Transit
Planet A6.100,  19.92650219615847, nan d, -182.1917299712955, Wrong Period,  0.05538725156119403 d, no values d, Wrong t0 value, Transit not found
Planet B1.1,  137.48940387075817, 2.29408 d, 0.00023507023856650378, Wrong Period,  82.53877904761606 d, 1.16515 d, Wrong t0 value, Transit not found
Planet B1.2,  146.726401163219, 2.29408 d, 0.00023507023856650378, Wrong Period,  2.396137986181782 d, 1.16515 d, Correct t0 value, Transit not found
Planet B1.3,  124.24952143062602, 21.05558 d, 0.004517501571520199, Wrong Period,  109.65276098715174 d, 17.42288 d, Wrong t0 value, Transit not found
Planet B1.4,  111.921275393955, 8.78071 d, 0.0014074657598657225, Wrong Period,  26.392971954350436 d, 5.77549 d, Wrong t0 value, Transit not found
Planet B1.5,  79.26461092462775, 218.41384 d, 0.17035172894780715, Wrong Period,  8.633983452721354 d, 113.85365 d, Wrong t0 value, Transit not found
Planet B1.6,  142.69278337887624, 21.05558 d, 0.004517501571520199, Wrong Period,  0.47855354805405065 d, 17.42288 d, Wrong t0 value, Transit not found
Planet B1.7,  76.19596662064527, 65.01225 d, 0.020306441815279186, Wrong Period,  27.77201300974845 d, 27.48720 d, Correct t0 value, Transit not found
Planet B1.8,  92.19751215600655, 352.31714 d, 0.1932738127727589, Wrong Period,  76.94867636930466 d, 269.91428 d, Wrong t0 value, Transit not found
Planet B1.9,  105.11242142393762, 352.31714 d, 0.25776129065860687, Wrong Period,  72.81090061650826 d, 269.91428 d, Wrong t0 value, Transit not found
Planet B1.10,  149.74446409105485, 21.05558 d, 0.004517501571520199, Wrong Period,  95.78634486407721 d, 17.42288 d, Wrong t0 value, Transit not found
Planet B1.11,  84.01654514276271, 129.15005 d, 0.03381183051237713, Wrong Period,  20.13461881840538 d, 28.88417 d, Wrong t0 value, Transit not found
Planet B1.12,  102.71553854352183, 8.78071 d, 0.0014074657598657225, Wrong Period,  101.42369947229437 d, 5.77549 d, Wrong t0 value, Transit not found
Planet B1.13,  147.92641006173739, 15.04474 d, 0.001923633245929146, Wrong Period,  10.882943446119393 d, 1.83088 d, Wrong t0 value, Transit not found
Planet B1.14,  93.65585152709163, 8.78071 d, 0.0014074657598657225, Wrong Period,  72.74469552543397 d, 5.77549 d, Wrong t0 value, Transit not found
Planet B1.15,  108.30294138635969, 65.01225 d, 0.020306441815279186, Wrong Period,  42.77086446000369 d, 27.48720 d, Wrong t0 value, Transit not found
Planet B1.16,  84.26407860173313, 352.31714 d, 0.1932738127727589, Wrong Period,  34.31871646277545 d, 269.91428 d, Wrong t0 value, Transit not found
Planet B1.17,  94.33530834244729, 2.29408 d, 0.00023507023856650378, Wrong Period,  6.75313601567426 d, 1.16307 d, Wrong t0 value, Transit not found
Planet B1.18,  115.60892125573571, nan d, -182.1917299712955, Wrong Period,  97.97794271048049 d, no values d, Wrong t0 value, Transit not found
Planet B1.19,  79.42150700805176, 65.01225 d, 0.020306441815279186, Wrong Period,  21.20808958369685 d, 27.48720 d, Wrong t0 value, Transit not found
Planet B1.20,  125.27115072574851, 352.31714 d, 0.25776129065860687, Wrong Period,  104.60554863648305 d, 269.91428 d, Wrong t0 value, Transit not found
Planet B1.21,  106.84493238542348, 21.05558 d, 0.004517501571520199, Wrong Period,  65.9691482338213 d, 17.42288 d, Wrong t0 value, Transit not found
Planet B1.22,  113.98967373079195, 21.05558 d, 0.004517501571520199, Wrong Period,  100.6518836121059 d, 17.42288 d, Wrong t0 value, Transit not found
Planet B1.23,  118.7993565226967, 2.29408 d, 0.00023507023856650378, Wrong Period,  36.15327104298858 d, 1.16307 d, Wrong t0 value, Transit not found
Planet B1.24,  136.94181730509283, 352.31714 d, 0.25776129065860687, Wrong Period,  96.00772133367508 d, 269.91428 d, Wrong t0 value, Transit not found
Planet B1.25,  129.1425935481421, 352.31714 d, 0.25776129065860687, Wrong Period,  96.65346634740668 d, 269.91428 d, Wrong t0 value, Transit not found
Planet B1.26,  109.21896604384841, 8.78071 d, 0.0014074657598657225, Wrong Period,  40.895144744739675 d, 5.77549 d, Wrong t0 value, Transit not found
Planet B1.27,  104.28180157297564, 2.29408 d, 0.00023507023856650378, Wrong Period,  13.311689264409088 d, 1.16307 d, Wrong t0 value, Transit not found
Planet B1.28,  89.81624604853738, 352.31714 d, 0.1932738127727589, Wrong Period,  18.617086838866314 d, 269.91428 d, Wrong t0 value, Transit not found
Planet B1.29,  90.31233419070539, 352.31714 d, 0.1932738127727589, Wrong Period,  86.73695200947319 d, 269.91428 d, Wrong t0 value, Transit not found
Planet B1.30,  82.94555532157909, 1.14705 d, 9.328826361543197e-05, Wrong Period,  34.8473046577523 d, 1.15512 d, Wrong t0 value, Transit not found
Planet B1.31,  116.34627766285455, 218.41384 d, 0.17035172894780715, Wrong Period,  4.122492144687262 d, 113.85365 d, Wrong t0 value, Transit not found
Planet B1.32,  87.98219128210859, 218.41384 d, 0.17035172894780715, Wrong Period,  27.90179892949743 d, 113.85365 d, Wrong t0 value, Transit not found
Planet B1.33,  75.89858233615, 21.05558 d, 0.004517501571520199, Wrong Period,  10.789099644175229 d, 17.42288 d, Wrong t0 value, Transit not found
Planet B1.34,  86.94527274303813, 7.99926 d, 0.001657190366949557, Wrong Period,  63.50054712221687 d, 3.88204 d, Wrong t0 value, Transit not found
Planet B1.35,  94.42593444810537, 21.05558 d, 0.004517501571520199, Wrong Period,  30.357000921293043 d, 17.42288 d, Wrong t0 value, Transit not found
Planet B1.36,  112.80022001504882, 218.41384 d, 0.17035172894780715, Wrong Period,  2.8689872736924014 d, 113.85365 d, Wrong t0 value, Transit not found
Planet B1.37,  117.06687303805379, 8.78071 d, 0.0014074657598657225, Wrong Period,  1.7350433793562947 d, 5.77549 d, Correct t0 value, Transit not found
Planet B1.38,  119.16211330040053, nan d, -182.1917299712955, Wrong Period,  49.07267901090581 d, no values d, Wrong t0 value, Transit not found
Planet B1.39,  82.15696608559826, 1.14705 d, 9.328826361543197e-05, Wrong Period,  27.154248591224373 d, 1.15512 d, Wrong t0 value, Transit not found
Planet B1.40,  79.54944534663736, nan d, -182.1917299712955, Wrong Period,  64.37812612580142 d, no values d, Wrong t0 value, Transit not found
Planet B1.41,  107.68336800392852, 8.78071 d, 0.0014074657598657225, Wrong Period,  15.19789952058234 d, 5.77549 d, Wrong t0 value, Transit not found
Planet B1.42,  133.56448079740778, 7.99926 d, 0.001657190366949557, Wrong Period,  81.06365264143643 d, 3.88435 d, Wrong t0 value, Transit not found
Planet B1.43,  119.69529329724813, 129.15005 d, 0.05070889631477371, Wrong Period,  18.710674104700658 d, 28.87886 d, Wrong t0 value, Transit not found
Planet B1.44,  146.94994050979852, 129.15005 d, 0.05070889631477371, Wrong Period,  30.736834473775684 d, 28.87886 d, Correct t0 value, Transit not found
Planet B1.45,  115.78201695273984, 8.78071 d, 0.0014074657598657225, Wrong Period,  42.0985826631385 d, 5.77549 d, Wrong t0 value, Transit not found
Planet B1.46,  143.76789713556568, 218.41384 d, 0.17035172894780715, Wrong Period,  2.053166546658256 d, 113.85365 d, Wrong t0 value, Transit not found
Planet B1.47,  92.76491482645275, 21.05558 d, 0.004517501571520199, Wrong Period,  1.7554642361585804 d, 17.42288 d, Wrong t0 value, Transit not found
Planet B1.48,  79.08974115975941, 129.15005 d, 0.03381183051237713, Wrong Period,  5.635171832925946 d, 28.87886 d, Wrong t0 value, Transit not found
Planet B1.49,  86.42882087395722, 1.14705 d, 9.328826361543197e-05, Wrong Period,  18.281215893987884 d, 1.15512 d, Wrong t0 value, Transit not found
Planet B1.50,  95.81892779672123, 352.31714 d, 0.1932738127727589, Wrong Period,  41.59980860804319 d, 269.91428 d, Wrong t0 value, Transit not found
Planet B1.51,  97.63507875265498, 7.99926 d, 0.001657190366949557, Wrong Period,  65.88469486783502 d, 0.45280 d, Wrong t0 value, Transit not found
Planet B1.52,  112.62550724265083, 363.23447 d, 0.13423280726283338, Wrong Period,  32.27507817784879 d, 356.72572 d, Wrong t0 value, Transit not found
Planet B1.53,  99.35832616357322, 21.05558 d, 0.004517501571520199, Wrong Period,  20.462200586222643 d, 17.42288 d, Correct t0 value, Transit not found
Planet B1.54,  124.32462254124982, 218.41384 d, 0.17035172894780715, Wrong Period,  107.8165528950959 d, 113.85365 d, Wrong t0 value, Transit not found
Planet B1.55,  79.72808718244362, 8.78071 d, 0.0014074657598657225, Wrong Period,  32.70216105478513 d, 5.77549 d, Wrong t0 value, Transit not found
Planet B1.56,  102.86878816390376, 363.23447 d, 0.13423280726283338, Wrong Period,  77.35910959250923 d, 356.72572 d, Wrong t0 value, Transit not found
Planet B1.57,  147.6678582146888, 2.29408 d, 0.00023507023856650378, Wrong Period,  135.86606781215602 d, 1.16515 d, Wrong t0 value, Transit not found
Planet B1.58,  98.41599386769143, 65.01225 d, 0.020306441815279186, Wrong Period,  82.25590868748051 d, 27.48720 d, Wrong t0 value, Transit not found
Planet B1.59,  105.14427494976735, 129.15005 d, 0.03381183051237713, Wrong Period,  82.57111633669703 d, 28.87886 d, Wrong t0 value, Transit not found
Planet B1.60,  128.0365045756727, 129.15005 d, 0.05070889631477371, Correct Period,  52.239448933000965 d, 28.87886 d, Wrong t0 value, Transit not found
Planet B1.61,  97.19274564669828, 363.23447 d, 0.13423280726283338, Wrong Period,  37.641586095645444 d, 356.72572 d, Wrong t0 value, Transit not found
Planet B1.62,  132.95689343607052, 7.99926 d, 0.001657190366949557, Wrong Period,  36.530839280755714 d, 3.88435 d, Wrong t0 value, Transit not found
Planet B1.63,  114.27891624235187, 363.23447 d, 0.13423280726283338, Wrong Period,  14.170260619675535 d, 356.72572 d, Wrong t0 value, Transit not found
Planet B1.64,  81.64151533048107, 65.01225 d, 0.020306441815279186, Wrong Period,  7.094145263494265 d, 27.48720 d, Wrong t0 value, Transit not found
Planet B1.65,  136.90565927499736, 7.99926 d, 0.001657190366949557, Wrong Period,  8.207492865148897 d, 3.88435 d, Correct t0 value, Transit not found
Planet B1.66,  123.7576846967223, 352.31714 d, 0.25776129065860687, Wrong Period,  26.443321376112852 d, 269.91428 d, Wrong t0 value, Transit not found
Planet B1.67,  120.92160443674894, 352.31714 d, 0.25776129065860687, Wrong Period,  52.433505893312315 d, 269.91428 d, Wrong t0 value, Transit not found
Planet B1.68,  139.42546470202953, 7.99926 d, 0.001657190366949557, Wrong Period,  83.58482552423771 d, 3.88435 d, Wrong t0 value, Transit not found
Planet B1.69,  129.76927193261395, 352.31714 d, 0.25776129065860687, Wrong Period,  16.074704506663064 d, 269.91428 d, Wrong t0 value, Transit not found
Planet B1.70,  111.95043365064242, 21.05558 d, 0.004517501571520199, Wrong Period,  12.295508389274199 d, 17.42288 d, Wrong t0 value, Transit not found
Planet B1.71,  112.84180349060644, nan d, -182.1917299712955, Wrong Period,  34.60354203780688 d, no values d, Wrong t0 value, Transit not found
Planet B1.72,  101.65022003120416, nan d, -182.1917299712955, Wrong Period,  70.31807792535669 d, no values d, Wrong t0 value, Transit not found
Planet B1.73,  100.73378080630289, 65.01225 d, 0.020306441815279186, Wrong Period,  15.07568287144352 d, 27.48720 d, Wrong t0 value, Transit not found
Planet B1.74,  123.61041014573937, 15.04474 d, 0.001923633245929146, Wrong Period,  112.37625424702841 d, 1.83521 d, Wrong t0 value, Transit not found
Planet B1.75,  79.4376100395961, 218.41384 d, 0.17035172894780715, Wrong Period,  49.114942918418095 d, 113.85365 d, Wrong t0 value, Transit not found
Planet B1.76,  81.84306943575153, 8.78071 d, 0.0014074657598657225, Wrong Period,  79.07527842473645 d, 5.77549 d, Wrong t0 value, Transit not found
Planet B1.77,  101.2393191740876, 129.15005 d, 0.03381183051237713, Wrong Period,  89.9266015033327 d, 28.87886 d, Wrong t0 value, Transit not found
Planet B1.78,  93.71514687419325, 352.31714 d, 0.1932738127727589, Wrong Period,  48.428463932934235 d, 269.91428 d, Wrong t0 value, Transit not found
Planet B1.79,  77.83126909278181, nan d, -182.1917299712955, Wrong Period,  34.01795300606326 d, no values d, Wrong t0 value, Transit not found
Planet B1.80,  109.3115634484308, 363.23447 d, 0.13423280726283338, Wrong Period,  23.711498497486975 d, 356.72572 d, Wrong t0 value, Transit not found
Planet B1.81,  129.60206198082795, 65.01225 d, 0.020306441815279186, Wrong Period,  65.7962945790067 d, 27.48720 d, Wrong t0 value, Transit not found
Planet B1.82,  120.9363743528927, 2.29408 d, 0.00023507023856650378, Wrong Period,  5.390902514715004 d, 1.16515 d, Correct t0 value, Transit not found
Planet B1.83,  133.08054675483274, 352.31714 d, 0.25776129065860687, Wrong Period,  91.94643291530252 d, 269.91428 d, Wrong t0 value, Transit not found
Planet B1.84,  102.67552511515517, 352.31714 d, 0.25776129065860687, Wrong Period,  102.53093254947852 d, 269.91428 d, Wrong t0 value, Transit not found
Planet B1.85,  92.26355152744951, 65.01225 d, 0.020306441815279186, Wrong Period,  4.949270529290266 d, 27.48720 d, Wrong t0 value, Transit not found
Planet B1.86,  115.25090377686082, 218.41384 d, 0.17035172894780715, Wrong Period,  41.129699750480086 d, 113.85365 d, Wrong t0 value, Transit not found
Planet B1.87,  97.14718888468356, 363.23447 d, 0.13423280726283338, Wrong Period,  5.8618937695122515 d, 356.72572 d, Wrong t0 value, Transit not found
Planet B1.88,  147.14887207338143, 218.41384 d, 0.17035172894780715, Wrong Period,  78.25403796217448 d, 113.85365 d, Wrong t0 value, Transit not found
Planet B1.89,  101.00892922260643, 218.41384 d, 0.17035172894780715, Wrong Period,  32.14277095857068 d, 113.85365 d, Wrong t0 value, Transit not found
Planet B1.90,  130.36458356969837, 2.29408 d, 0.00023507023856650378, Wrong Period,  8.694552746855459 d, 1.16515 d, Wrong t0 value, Transit not found
Planet B1.91,  88.56826659612048, 218.41384 d, 0.17035172894780715, Wrong Period,  69.72694554405368 d, 113.85365 d, Wrong t0 value, Transit not found
Planet B1.92,  81.05640259992953, 363.23447 d, 0.13423280726283338, Wrong Period,  71.77895736158816 d, 356.72572 d, Wrong t0 value, Transit not found
Planet B1.93,  87.78105627228632, 363.23447 d, 0.13423280726283338, Wrong Period,  11.302574084306904 d, 356.72572 d, Wrong t0 value, Transit not found
Planet B1.94,  124.79038972552485, 352.31714 d, 0.25776129065860687, Wrong Period,  30.774160003457332 d, 269.91428 d, Wrong t0 value, Transit not found
Planet B1.95,  90.50570495077874, 129.15005 d, 0.03381183051237713, Wrong Period,  66.9688091466343 d, 28.88417 d, Wrong t0 value, Transit not found
Planet B1.96,  106.84958131796839, 21.05558 d, 0.004517501571520199, Wrong Period,  53.92720581761951 d, 17.42288 d, Wrong t0 value, Transit not found
Planet B1.97,  130.09733281023153, 218.41384 d, 0.17035172894780715, Wrong Period,  48.17369255443379 d, 113.85365 d, Wrong t0 value, Transit not found
Planet B1.98,  130.08998802673264, 218.41384 d, 0.17035172894780715, Wrong Period,  94.14090941751617 d, 113.85365 d, Wrong t0 value, Transit not found
Planet B1.99,  120.8922342844489, 129.15005 d, 0.05070889631477371, Wrong Period,  107.53850236164148 d, 28.87886 d, Wrong t0 value, Transit not found
Planet B1.100,  133.59499038634118, 65.01225 d, 0.020306441815279186, Wrong Period,  75.36398081515824 d, 27.48720 d, Wrong t0 value, Transit not found
Planet B2.1,  107.06818051876206, 8.45410 d, 0.0008920020311187216, Wrong Period,  27.18282472642321 d, 1.70211 d, Wrong t0 value, Transit not found
Planet B2.2,  108.28422946698373, 352.31714 d, 0.25776129065860687, Wrong Period,  32.83162070511975 d, 269.91428 d, Wrong t0 value, Transit not found
Planet B2.3,  135.13318355184032, 7.99926 d, 0.001657190366949557, Wrong Period,  19.127586691493796 d, 3.88435 d, Wrong t0 value, Transit not found
Planet B2.4,  146.89999589025615, 15.04474 d, 0.001923633245929146, Wrong Period,  36.561155154719394 d, 1.83088 d, Wrong t0 value, Transit not found
Planet B2.5,  80.62021768300525, 21.05558 d, 0.004517501571520199, Wrong Period,  50.922588223739325 d, 17.42288 d, Wrong t0 value, Transit not found
Planet B2.6,  100.01874350117319, 218.41384 d, 0.17035172894780715, Wrong Period,  64.60060793157065 d, 113.85365 d, Wrong t0 value, Transit not found
Planet B2.7,  77.70447058174379, nan d, -182.1917299712955, Wrong Period,  49.10429736474384 d, no values d, Wrong t0 value, Transit not found
Planet B2.8,  85.65309673112462, 1.14705 d, 9.328826361543197e-05, Wrong Period,  73.44459175253708 d, 1.15512 d, Wrong t0 value, Transit not found
Planet B2.9,  141.5106234340975, 360.16453 d, 0.26544460913777357, Wrong Period,  72.2521103635639 d, 359.77977 d, Wrong t0 value, Transit not found
Planet B2.10,  138.47210448649423, 218.41384 d, 0.17035172894780715, Wrong Period,  50.23516345413061 d, 113.85365 d, Wrong t0 value, Transit not found
Planet B2.11,  90.02107330459977, nan d, -182.1917299712955, Wrong Period,  36.106385217970626 d, no values d, Wrong t0 value, Transit not found
Planet B2.12,  100.82658040788829, 218.41384 d, 0.17035172894780715, Wrong Period,  26.664826021547274 d, 113.85365 d, Wrong t0 value, Transit not found
Planet B2.13,  147.15917702651436, 2.29408 d, 0.00023507023856650378, Wrong Period,  31.524172612638313 d, 1.16515 d, Wrong t0 value, Transit not found
Planet B2.14,  140.76722688801735, 2.29408 d, 0.00023507023856650378, Wrong Period,  71.62376668374327 d, 1.16515 d, Wrong t0 value, Transit not found
Planet B2.15,  118.34836807136855, 65.01225 d, 0.020306441815279186, Wrong Period,  103.61690691358854 d, 27.48720 d, Wrong t0 value, Transit not found
Planet B2.16,  114.67050806823116, 8.78071 d, 0.0014074657598657225, Wrong Period,  108.74219897795088 d, 5.77549 d, Wrong t0 value, Transit not found
Planet B2.17,  137.4894851788435, 15.04474 d, 0.001923633245929146, Wrong Period,  90.40501217412815 d, 1.83583 d, Wrong t0 value, Transit not found
Planet B2.18,  82.6902870052926, 21.05558 d, 0.004517501571520199, Wrong Period,  6.597411626353974 d, 17.42288 d, Wrong t0 value, Transit not found
Planet B2.19,  79.84102604554442, 8.78071 d, 0.0014074657598657225, Wrong Period,  4.060188024357334 d, 5.77368 d, Correct t0 value, Transit not found
Planet B2.20,  96.09850948614397, 21.05558 d, 0.004517501571520199, Wrong Period,  44.98482042609572 d, 17.42288 d, Wrong t0 value, Transit not found
Planet B2.21,  143.51708774130998, nan d, -182.1917299712955, Wrong Period,  124.83228021018861 d, no values d, Wrong t0 value, Transit not found
Planet B2.22,  86.50821062849248, 21.05558 d, 0.004517501571520199, Wrong Period,  60.98228545652943 d, 17.42288 d, Wrong t0 value, Transit not found
Planet B2.23,  111.8217052030617, 65.01225 d, 0.020306441815279186, Wrong Period,  58.19273386941981 d, 27.48720 d, Wrong t0 value, Transit not found
Planet B2.24,  89.98086421637773, 21.05558 d, 0.004517501571520199, Wrong Period,  48.844465667523956 d, 17.42288 d, Wrong t0 value, Transit not found
Planet B2.25,  124.52581598190767, 21.05558 d, 0.004517501571520199, Wrong Period,  0.3193589153894724 d, 17.42288 d, Wrong t0 value, Transit not found
Planet B2.26,  104.06631360418832, 65.01225 d, 0.020306441815279186, Wrong Period,  20.568836391561554 d, 27.48720 d, Wrong t0 value, Transit not found
Planet B2.27,  123.73249017985499, 21.05558 d, 0.004517501571520199, Wrong Period,  79.64065698726246 d, 17.42288 d, Wrong t0 value, Transit not found
Planet B2.28,  101.35755591572632, 2.29408 d, 0.00023507023856650378, Wrong Period,  14.041450658166898 d, 1.16307 d, Wrong t0 value, Transit not found
Planet B2.29,  119.70979384133639, 7.99926 d, 0.001657190366949557, Wrong Period,  108.10630415725555 d, 3.88435 d, Wrong t0 value, Transit not found
Planet B2.30,  133.35595961151614, nan d, -182.1917299712955, Wrong Period,  36.72857266354234 d, no values d, Wrong t0 value, Transit not found
Planet B2.31,  112.80069284443906, 8.78071 d, 0.0014074657598657225, Wrong Period,  50.423891335284324 d, 5.77549 d, Wrong t0 value, Transit not found
Planet B2.32,  127.13810494854405, 15.04474 d, 0.001923633245929146, Wrong Period,  56.61922274985356 d, 1.83583 d, Wrong t0 value, Transit not found
Planet B2.33,  111.65028127282466, 21.05558 d, 0.004517501571520199, Wrong Period,  40.85827259635536 d, 17.42288 d, Wrong t0 value, Transit not found
Planet B2.34,  106.25145168159969, 2.29408 d, 0.00023507023856650378, Wrong Period,  30.10778611629069 d, 1.16307 d, Wrong t0 value, Transit not found
Planet B2.35,  132.52877668966252, 21.05558 d, 0.004517501571520199, Wrong Period,  62.8220955440952 d, 17.42288 d, Wrong t0 value, Transit not found
Planet B2.36,  87.85688905972481, 8.78071 d, 0.0014074657598657225, Wrong Period,  44.11885802164396 d, 5.77549 d, Wrong t0 value, Transit not found
Planet B2.37,  137.16164653192865, 21.05558 d, 0.004517501571520199, Wrong Period,  10.225741433993267 d, 17.42288 d, Wrong t0 value, Transit not found
Planet B2.38,  102.15937948525888, 2.29408 d, 0.00023507023856650378, Wrong Period,  88.35877665125732 d, 1.16524 d, Wrong t0 value, Transit not found
Planet B2.39,  136.99560388641683, 65.01225 d, 0.020306441815279186, Wrong Period,  56.41963842781906 d, 27.48720 d, Wrong t0 value, Transit not found
Planet B2.40,  129.7351030645021, 21.05558 d, 0.004517501571520199, Wrong Period,  42.28473475426876 d, 17.42288 d, Wrong t0 value, Transit not found
Planet B2.41,  139.00058174991898, 2.29408 d, 0.00023507023856650378, Wrong Period,  42.093113101759734 d, 1.16307 d, Wrong t0 value, Transit not found
Planet B2.42,  107.32988046853556, 218.41384 d, 0.17035172894780715, Wrong Period,  6.678406378018318 d, 113.85365 d, Wrong t0 value, Transit not found
Planet B2.43,  79.02539166720618, 21.05558 d, 0.004517501571520199, Wrong Period,  34.02269525709911 d, 17.42288 d, Wrong t0 value, Transit not found
Planet B2.44,  93.68703551922312, 7.99926 d, 0.001657190366949557, Wrong Period,  35.33576382567747 d, 3.88435 d, Wrong t0 value, Transit not found
Planet B2.45,  89.30319265261473, 2.29408 d, 0.00023507023856650378, Wrong Period,  79.67266668875838 d, 1.16562 d, Wrong t0 value, Transit not found
Planet B2.46,  108.0290267187195, 7.99926 d, 0.001657190366949557, Wrong Period,  58.05031698278868 d, 3.88435 d, Wrong t0 value, Transit not found
Planet B2.47,  100.62314858377385, 8.78071 d, 0.0014074657598657225, Wrong Period,  14.481708976359418 d, 5.77549 d, Wrong t0 value, Transit not found
Planet B2.48,  75.45192122904477, 1.14705 d, 9.328826361543197e-05, Wrong Period,  65.01616822411604 d, 1.15507 d, Wrong t0 value, Transit not found
Planet B2.49,  75.79861746517685, nan d, -182.1917299712955, Wrong Period,  22.37052442661263 d, no values d, Wrong t0 value, Transit not found
Planet B2.50,  92.86665241128483, 65.01225 d, 0.020306441815279186, Wrong Period,  13.862709012973836 d, 27.48720 d, Wrong t0 value, Transit not found
Planet B2.51,  105.81165167086547, 7.99926 d, 0.001657190366949557, Wrong Period,  76.41894108386981 d, 3.88435 d, Wrong t0 value, Transit not found
Planet B2.52,  121.14448415729854, 2.29408 d, 0.00023507023856650378, Wrong Period,  74.36647678112553 d, 1.16524 d, Wrong t0 value, Transit not found
Planet B2.53,  111.63943806124394, 2.29408 d, 0.00023507023856650378, Wrong Period,  75.33323004300938 d, 1.16233 d, Wrong t0 value, Transit not found
Planet B2.54,  128.94227388631086, 8.45410 d, 0.0008920020311187216, Wrong Period,  16.491766067949634 d, 1.70211 d, Wrong t0 value, Transit not found
Planet B2.55,  77.53198841120577, 218.41384 d, 0.17035172894780715, Wrong Period,  40.56674331510276 d, 113.85365 d, Wrong t0 value, Transit not found
Planet B2.56,  142.1569441409576, 218.41384 d, 0.17035172894780715, Wrong Period,  101.63306823920291 d, 113.85365 d, Wrong t0 value, Transit not found
Planet B2.57,  87.88345709211873, 7.99926 d, 0.001657190366949557, Wrong Period,  14.21068117874694 d, 3.88204 d, Wrong t0 value, Transit not found
Planet B2.58,  149.71995893450054, 21.05558 d, 0.004517501571520199, Wrong Period,  110.32046291452657 d, 17.42288 d, Wrong t0 value, Transit not found
Planet B2.59,  125.03880568771044, 65.01225 d, 0.020306441815279186, Wrong Period,  124.127657173919 d, 27.48720 d, Wrong t0 value, Transit not found
Planet B2.60,  128.93327143236775, 2.29408 d, 0.00023507023856650378, Wrong Period,  89.55561830914141 d, 1.16515 d, Wrong t0 value, Transit not found
Planet B2.61,  118.93106173253909, 363.23447 d, 0.13423280726283338, Wrong Period,  106.25773835824879 d, 356.72572 d, Wrong t0 value, Transit not found
Planet B2.62,  124.81607094982118, 21.05558 d, 0.004517501571520199, Wrong Period,  122.38123795663529 d, 17.42288 d, Wrong t0 value, Transit not found
Planet B2.63,  85.41143521281401, 129.15005 d, 0.03381183051237713, Wrong Period,  69.81551130159704 d, 28.88417 d, Wrong t0 value, Transit not found
Planet B2.64,  132.50782709835556, 65.01225 d, 0.020306441815279186, Wrong Period,  34.70201503799376 d, 27.48720 d, Wrong t0 value, Transit not found
Planet B2.65,  135.21274674640557, 21.05558 d, 0.004517501571520199, Wrong Period,  91.45853884164622 d, 17.42288 d, Wrong t0 value, Transit not found
Planet B2.66,  117.53095880373924, 7.99926 d, 0.001657190366949557, Wrong Period,  72.5399376094699 d, 3.88435 d, Wrong t0 value, Transit not found
Planet B2.67,  77.63145254312097, 1.14705 d, 9.328826361543197e-05, Wrong Period,  21.711654154441007 d, 1.15512 d, Wrong t0 value, Transit not found
