Planet number, Real Period, Calculated Period, Period uncertainty, Result, Real t0, t0 calculated, t0 result, TLS outcome, G8 star
Planet C2.48,  216.109180095264, 321.05334 d, 0.39842304509465976, Wrong Period,  205.9591648607666 d, 87.44296 d, Wrong t0 value, Transit not found
Planet C2.49,  202.1786691637964, 4.82069 d, 0.0008435640949762124, Wrong Period,  72.54606855281236 d, 4.77972 d, Wrong t0 value, Transit not found
Planet C2.50,  179.21972743213593, 225.58389 d, 0.5335479774528977, Wrong Period,  9.321256555121614 d, 43.52080 d, Wrong t0 value, Transit not found
Planet C2.51,  177.90357778689304, 4.82069 d, 0.0008435640949762124, Wrong Period,  90.35641403063936 d, 4.77972 d, Wrong t0 value, Transit not found
Planet C2.52,  165.14338876491266, 225.58389 d, 0.5335479774528977, Wrong Period,  131.4734331950275 d, 43.52080 d, Wrong t0 value, Transit not found
Planet C2.53,  212.4843862501645, 4.82069 d, 0.0008435640949762124, Wrong Period,  9.752598306755068 d, 4.77972 d, Correct t0 value, Transit not found
Planet C2.54,  167.64655577928445, 4.82069 d, 0.0008435640949762124, Wrong Period,  51.034099961790616 d, 4.77774 d, Wrong t0 value, Transit not found
Planet C2.55,  189.44906584648862, 364.98510 d, inf, Wrong Period,  27.635101483526064 d, 363.83830 d, Wrong t0 value, Transit not found
Planet C2.56,  171.75477620255535, 225.58389 d, 0.5335479774528977, Wrong Period,  62.0662010518636 d, 43.52080 d, Wrong t0 value, Transit not found
Planet C2.57,  193.40851424912142, 360.56299 d, 1.5274417789435688, Wrong Period,  33.648164520762904 d, 134.13198 d, Wrong t0 value, Transit not found
Planet C2.58,  211.74173253526646, 293.07911 d, 0.8077519753818763, Wrong Period,  196.1658054769683 d, 44.42484 d, Wrong t0 value, Transit not found
Planet C2.59,  176.08225428094002, 360.56299 d, 1.5274417789435688, Wrong Period,  87.92524264054597 d, 134.13198 d, Wrong t0 value, Transit not found
Planet C2.60,  215.44633115011732, 25.48752 d, 0.0038848957206401025, Wrong Period,  204.80719407855113 d, 14.71537 d, Wrong t0 value, Transit not found
Planet C2.61,  163.37780724400898, 225.58389 d, 0.5335479774528977, Wrong Period,  75.42961399434476 d, 43.52080 d, Wrong t0 value, Transit not found
Planet C2.62,  151.97135323221013, 9.01951 d, 0.0019448380665956222, Wrong Period,  138.63577089715503 d, 8.19741 d, Wrong t0 value, Transit not found
Planet C2.63,  173.2490826986818, 360.03184 d, 1.331804136244699, Wrong Period,  43.201664808013895 d, 359.88397 d, Wrong t0 value, Transit not found
Planet C2.64,  223.49907309680538, 1.51466 d, 0.00013513516619534371, Wrong Period,  162.33471221298646 d, 0.62009 d, Wrong t0 value, Transit not found
Planet C2.65,  175.21903279377707, 9.01951 d, 0.0019448380665956222, Wrong Period,  33.05175904850427 d, 8.19741 d, Wrong t0 value, Transit not found
Planet C2.66,  154.7547603424951, 9.01951 d, 0.0019448380665956222, Wrong Period,  68.95239051690785 d, 8.19741 d, Wrong t0 value, Transit not found
Planet C2.67,  154.692456627414, 203.40335 d, 0.49585426139611855, Wrong Period,  71.45404558392474 d, 179.10215 d, Wrong t0 value, Transit not found
Planet C2.68,  187.64266774327086, 4.82069 d, 0.0008435640949762124, Wrong Period,  168.16031698789163 d, 4.77972 d, Wrong t0 value, Transit not found
Planet C2.69,  222.04158152174648, 4.82069 d, 0.0008435640949762124, Wrong Period,  9.516016670535008 d, 4.77972 d, Correct t0 value, Transit not found
Planet C2.70,  223.02272585429023, 293.17996 d, 0.8584337237839463, Wrong Period,  167.43095756138226 d, 44.34373 d, Wrong t0 value, Transit not found
Planet C2.71,  208.1848478316021, 4.82069 d, 0.0008435640949762124, Wrong Period,  158.61898274918335 d, 4.77972 d, Wrong t0 value, Transit not found
Planet C2.72,  190.4686922830041, 360.56299 d, 1.5274417789435688, Wrong Period,  52.38022805563864 d, 134.13198 d, Wrong t0 value, Transit not found
Planet C2.73,  202.38624991051012, 203.52731 d, 0.5269523111040968, Correct Period,  108.70904974998234 d, 179.03369 d, Wrong t0 value, Transit not found
Planet C2.74,  161.0688300310723, 9.01951 d, 0.0019448380665956222, Wrong Period,  2.333369812229716 d, 8.19741 d, Wrong t0 value, Transit not found
Planet C2.75,  190.8212131270543, 364.98510 d, inf, Wrong Period,  114.00395289703485 d, 363.83830 d, Wrong t0 value, Transit not found
Planet C2.76,  189.51639166974195, 364.98510 d, inf, Wrong Period,  159.30819214197652 d, 363.83830 d, Wrong t0 value, Transit not found
Planet C2.77,  178.53942474586162, 293.07911 d, 0.8077519753818763, Wrong Period,  141.21958365708443 d, 44.42484 d, Wrong t0 value, Transit not found
Planet C2.78,  188.10537399518364, 360.56299 d, 1.5274417789435688, Wrong Period,  35.476883126754295 d, 134.13198 d, Wrong t0 value, Transit not found
Planet C2.79,  219.09646298815406, 9.01951 d, 0.0019448380665956222, Wrong Period,  52.21781783764568 d, 8.19741 d, Wrong t0 value, Transit not found
Planet C2.80,  223.51962229842866, 360.56299 d, 1.5274417789435688, Wrong Period,  137.87697440007202 d, 134.13198 d, Correct t0 value, Transit not found
Planet C2.81,  169.52265785898865, 225.58389 d, 0.5335479774528977, Wrong Period,  90.78438642009718 d, 43.52080 d, Wrong t0 value, Transit not found
Planet C2.82,  208.60005349981628, 225.58389 d, 0.5335479774528977, Wrong Period,  188.4051343540843 d, 43.48286 d, Wrong t0 value, Transit not found
Planet C2.83,  200.30332537788013, 364.98510 d, inf, Wrong Period,  1.9909798621609978 d, 363.83830 d, Wrong t0 value, Transit not found
Planet C2.84,  155.51412947154137, 180.18871 d, 0.5008667904230322, Wrong Period,  115.68737774091755 d, 44.46224 d, Wrong t0 value, Transit not found
Planet C2.85,  207.06119414850426, 293.07911 d, 0.8077519753818763, Wrong Period,  76.7113287139105 d, 44.42484 d, Wrong t0 value, Transit not found
Planet C2.86,  175.5458030373207, 364.98510 d, inf, Wrong Period,  103.27813508773575 d, 363.83830 d, Wrong t0 value, Transit not found
Planet C2.87,  222.21431563703862, 364.98510 d, inf, Wrong Period,  97.1160895854705 d, 363.69710 d, Wrong t0 value, Transit not found
Planet C2.88,  160.9167063996534, 9.01951 d, 0.0019448380665956222, Wrong Period,  73.4800717968615 d, 8.19741 d, Wrong t0 value, Transit not found
Planet C2.89,  209.93051301451192, 360.03184 d, 1.331804136244699, Wrong Period,  202.852534339279 d, 359.88397 d, Wrong t0 value, Transit not found
Planet C2.90,  205.45000200442968, 360.56299 d, 1.5274417789435688, Wrong Period,  34.14927191862791 d, 134.13198 d, Wrong t0 value, Transit not found
Planet C2.91,  207.25072821862096, 4.82069 d, 0.0008435640949762124, Wrong Period,  192.48097045677824 d, 4.77972 d, Wrong t0 value, Transit not found
Planet C2.92,  221.93676482459253, 360.56299 d, 1.5274417789435688, Wrong Period,  121.88960939942297 d, 134.13198 d, Wrong t0 value, Transit not found
Planet C2.93,  207.5669347442477, 293.07911 d, 0.8077519753818763, Wrong Period,  64.3800067535484 d, 44.42484 d, Wrong t0 value, Transit not found
Planet C2.94,  209.7041588788176, 25.48752 d, 0.0038848957206401025, Wrong Period,  129.81238854201905 d, 14.71537 d, Wrong t0 value, Transit not found
Planet C2.95,  192.98644124068016, 203.52731 d, 0.5269523111040968, Wrong Period,  85.00270112824124 d, 179.03369 d, Wrong t0 value, Transit not found
Planet C2.96,  222.2309545637084, 360.56299 d, 1.5274417789435688, Wrong Period,  98.08626788621751 d, 134.13198 d, Wrong t0 value, Transit not found
Planet C2.97,  193.57866190871687, 293.07911 d, 0.8584337237839463, Wrong Period,  142.3715841573906 d, 44.42484 d, Wrong t0 value, Transit not found
Planet C2.98,  173.51897608788175, 9.01951 d, 0.0019448380665956222, Wrong Period,  149.50313736631188 d, 8.19741 d, Wrong t0 value, Transit not found
Planet C2.99,  211.3870846501519, 4.82069 d, 0.0008435640949762124, Wrong Period,  37.36555129803907 d, 4.77972 d, Wrong t0 value, Transit not found
Planet C2.100,  193.8248229694192, 203.52731 d, 0.5269523111040968, Wrong Period,  127.28303211198163 d, 179.03369 d, Wrong t0 value, Transit not found
Planet C3.1,  201.60177856504544, 4.82069 d, 0.0008435640949762124, Wrong Period,  113.53109141834372 d, 4.77972 d, Wrong t0 value, Transit not found
Planet C3.2,  152.8166367176756, 1.51466 d, 0.00022524314114069632, Wrong Period,  61.7086499098304 d, 0.62009 d, Wrong t0 value, Transit not found
Planet C3.3,  210.1863876525081, 360.03184 d, 1.331804136244699, Wrong Period,  149.18586258427257 d, 359.88397 d, Wrong t0 value, Transit not found
Planet C3.4,  205.61172863525653, 203.52731 d, 0.5269523111040968, Correct Period,  30.387201396854067 d, 179.03369 d, Wrong t0 value, Transit not found
Planet C3.5,  194.2248481736944, 4.82069 d, 0.0008435640949762124, Wrong Period,  97.22230790373868 d, 0.83275 d, Wrong t0 value, Transit not found
Planet C3.6,  182.74244148639494, 9.01951 d, 0.0019448380665956222, Wrong Period,  2.975205754441431 d, 0.79482 d, Correct t0 value, Transit not found
Planet C3.7,  221.64735814251247, 4.82069 d, 0.0008435640949762124, Wrong Period,  57.53925522963788 d, 4.77972 d, Wrong t0 value, Transit not found
Planet C3.8,  194.4164856978203, 360.56299 d, 1.5274417789435688, Wrong Period,  36.990417240669245 d, 134.13198 d, Wrong t0 value, Transit not found
Planet C3.9,  163.56334854775395, 9.01951 d, 0.0019448380665956222, Wrong Period,  118.37331655121287 d, 8.19741 d, Wrong t0 value, Transit not found
Planet C3.10,  164.95528232018333, 360.56299 d, 1.5934616584071648, Wrong Period,  158.49507258934236 d, 134.13198 d, Wrong t0 value, Transit not found
Planet C3.11,  179.07735472788102, 202.60004 d, 0.6168067234374064, Wrong Period,  159.88338052628168 d, 89.52487 d, Wrong t0 value, Transit not found
Planet C3.12,  192.80312868690973, 4.82069 d, 0.0008435640949762124, Wrong Period,  103.57001403959912 d, 4.77972 d, Wrong t0 value, Transit not found
Planet C3.13,  192.22147328320614, 364.98510 d, inf, Wrong Period,  185.1753753337596 d, 363.83830 d, Wrong t0 value, Transit not found
Planet C3.14,  155.67888927729146, 360.56299 d, 1.5934616584071648, Wrong Period,  65.82448261225711 d, 134.13198 d, Wrong t0 value, Transit not found
Planet C3.15,  212.51535593590572, 360.03184 d, 1.331804136244699, Wrong Period,  190.56171468863403 d, 359.88397 d, Wrong t0 value, Transit not found
Planet C3.16,  218.10962054311483, 360.56299 d, 1.5274417789435688, Wrong Period,  165.72767294808907 d, 134.13198 d, Wrong t0 value, Transit not found
Planet C3.17,  191.7176593118184, 360.56299 d, 1.5274417789435688, Wrong Period,  19.321947008728007 d, 134.13198 d, Wrong t0 value, Transit not found
Planet C3.18,  187.36010102643368, 4.82069 d, 0.0008435640949762124, Wrong Period,  64.64985016106345 d, 4.77972 d, Wrong t0 value, Transit not found
Planet C3.19,  186.3526058003231, 7.90554 d, 0.0012235989412330284, Wrong Period,  44.65072963912281 d, 5.18866 d, Wrong t0 value, Transit not found
Planet C3.20,  181.6387237684148, 292.97830 d, 0.8077519753818763, Wrong Period,  68.49933332429266 d, 44.54202 d, Wrong t0 value, Transit not found
Planet C3.21,  177.94121114166995, 9.01951 d, 0.0019448380665956222, Wrong Period,  110.54290633368156 d, 8.19741 d, Wrong t0 value, Transit not found
Planet C3.22,  160.63321608100205, 203.40335 d, 0.49585426139611855, Wrong Period,  9.501963240424667 d, 179.10215 d, Wrong t0 value, Transit not found
Planet C3.23,  179.424666605656, 360.03184 d, 1.331804136244699, Wrong Period,  6.836494317148657 d, 359.88397 d, Wrong t0 value, Transit not found
Planet C3.24,  203.73692635511196, 1.51466 d, 0.00013513516619534371, Wrong Period,  202.914037284055 d, 0.62009 d, Wrong t0 value, Transit not found
Planet C3.25,  185.18887464855433, 4.82069 d, 0.0008435640949762124, Wrong Period,  61.87917837975325 d, 4.77972 d, Wrong t0 value, Transit not found
Planet C3.26,  153.04637508370504, 360.03184 d, 1.331804136244699, Wrong Period,  14.137766897822834 d, 359.88397 d, Wrong t0 value, Transit not found
Planet C3.27,  208.45654750049545, 293.07911 d, 0.8077519753818763, Wrong Period,  32.92877467253603 d, 44.42484 d, Wrong t0 value, Transit not found
Planet C3.28,  174.04650040313524, 364.98510 d, inf, Wrong Period,  155.70453036591786 d, 363.75501 d, Wrong t0 value, Transit not found
Planet C3.29,  171.67545149812128, 1.51466 d, 0.00022524314114069632, Wrong Period,  152.56110485774468 d, 0.62009 d, Wrong t0 value, Transit not found
Planet C3.30,  161.28752101434551, 1.51466 d, 0.00013513516619534371, Wrong Period,  149.5596051694211 d, 0.62009 d, Wrong t0 value, Transit not found
Planet C3.31,  171.090517243621, 4.82069 d, 0.0008435640949762124, Wrong Period,  15.127368546668356 d, 4.77774 d, Wrong t0 value, Transit not found
Planet C3.32,  193.8609813640992, 203.52731 d, 0.5269523111040968, Wrong Period,  61.18204071664293 d, 179.03369 d, Wrong t0 value, Transit not found
Planet C3.33,  162.58128198806267, 360.56299 d, 1.5934616584071648, Wrong Period,  156.89642216748794 d, 134.13198 d, Wrong t0 value, Transit not found
Planet C3.34,  188.4263467683508, 225.58389 d, 0.5335479774528977, Wrong Period,  58.20115095339245 d, 43.52080 d, Wrong t0 value, Transit not found
Planet C3.35,  162.18305537125823, 360.03184 d, 1.331804136244699, Wrong Period,  68.87856123796469 d, 359.88397 d, Wrong t0 value, Transit not found
Planet C3.36,  219.41683648063236, 360.56299 d, 1.5274417789435688, Wrong Period,  128.67943077246503 d, 134.13198 d, Wrong t0 value, Transit not found
Planet C3.37,  153.07685396986378, 25.48752 d, 0.0038848957206401025, Wrong Period,  128.30401459940822 d, 14.71537 d, Wrong t0 value, Transit not found
Planet C3.38,  163.1000928611191, 9.01951 d, 0.0019448380665956222, Wrong Period,  122.7776052288657 d, 8.19741 d, Wrong t0 value, Transit not found
Planet C3.39,  161.2073843642178, 1.51466 d, 0.00013513516619534371, Wrong Period,  27.42290059071804 d, 0.62009 d, Wrong t0 value, Transit not found
Planet C3.40,  218.5092961596679, 203.52731 d, 0.5580630061362086, Wrong Period,  197.17668687097373 d, 179.03369 d, Wrong t0 value, Transit not found
Planet C3.41,  158.54563127036857, 9.01951 d, 0.0019448380665956222, Wrong Period,  113.19370105893898 d, 2.52963 d, Wrong t0 value, Transit not found
Planet C3.42,  170.2090679859629, 1.12969 d, 6.093813467600295e-05, Wrong Period,  104.44079956797123 d, 0.34538 d, Wrong t0 value, Transit not found
Planet C3.43,  185.67511827131665, 72.00066 d, 0.015514027993589252, Wrong Period,  17.204584260257352 d, 28.60862 d, Wrong t0 value, Transit not found
Planet C3.44,  203.9504287212132, 225.58389 d, 0.5335479774528977, Wrong Period,  110.56061281795769 d, 43.48286 d, Wrong t0 value, Transit not found
Planet C3.45,  184.32111138462892, 4.82069 d, 0.0008435640949762124, Wrong Period,  80.04746390596708 d, 4.77972 d, Wrong t0 value, Transit not found
Planet C3.46,  217.65970335740138, 360.03184 d, 1.331804136244699, Wrong Period,  75.39770064384714 d, 359.88397 d, Wrong t0 value, Transit not found
Planet C3.47,  201.5479211176634, 364.98510 d, inf, Wrong Period,  144.62804232825027 d, 363.83830 d, Wrong t0 value, Transit not found
Planet C3.48,  158.98570569252885, 4.82069 d, 0.0008435640949762124, Wrong Period,  45.330259141766014 d, 4.77774 d, Wrong t0 value, Transit not found
Planet C3.49,  214.2778733898091, 203.52731 d, 0.5269523111040968, Wrong Period,  148.01340705215438 d, 179.03369 d, Wrong t0 value, Transit not found
Planet C3.50,  189.77980098154967, 360.56299 d, 1.5274417789435688, Wrong Period,  170.0776797375523 d, 134.13198 d, Wrong t0 value, Transit not found
Planet C3.51,  224.75289609937317, 364.98510 d, inf, Wrong Period,  18.93610262425329 d, 363.69710 d, Wrong t0 value, Transit not found
Planet C3.52,  162.78320715898607, 162.74636 d, 0.0920423420742793, Correct Period,  141.90445280933082 d, 141.95311 d, Correct t0 value, Found Correct Transit
Planet C3.53,  201.0730279710258, 225.58389 d, 0.5335479774528977, Wrong Period,  40.999996516953765 d, 43.48286 d, Correct t0 value, Transit not found
Planet C3.54,  170.01549550821926, 203.40335 d, 0.5269523111040968, Wrong Period,  61.11716093070581 d, 179.10215 d, Wrong t0 value, Transit not found
Planet C3.55,  195.62453594868325, 225.58389 d, 0.5335479774528977, Wrong Period,  146.73316216991168 d, 43.52080 d, Wrong t0 value, Transit not found
Planet C3.56,  217.68906914951077, 1.51466 d, 0.00013513516619534371, Wrong Period,  69.31448141361933 d, 0.62009 d, Wrong t0 value, Transit not found
Planet C3.57,  220.37865619518243, 360.56299 d, 1.5274417789435688, Wrong Period,  6.307018568271627 d, 134.13198 d, Wrong t0 value, Transit not found
Planet C3.58,  207.44068635101013, 360.56299 d, 1.5274417789435688, Wrong Period,  105.23450604927727 d, 134.13198 d, Wrong t0 value, Transit not found
Planet C3.59,  170.28324027718355, 360.56299 d, 1.5274417789435688, Wrong Period,  37.54891058432043 d, 134.13198 d, Wrong t0 value, Transit not found
Planet C3.60,  201.33743732063255, 364.98510 d, inf, Wrong Period,  43.605578786242944 d, 363.83830 d, Wrong t0 value, Transit not found
Planet C3.61,  196.07841834922291, 1.51466 d, 0.00013513516619534371, Wrong Period,  180.66024178720252 d, 0.62009 d, Wrong t0 value, Transit not found
Planet C3.62,  169.628976414552, 203.40335 d, 0.5269523111040968, Wrong Period,  36.580754026648684 d, 179.10215 d, Wrong t0 value, Transit not found
Planet C3.63,  168.1474608010591, 225.58389 d, 0.5335479774528977, Wrong Period,  92.48168880291878 d, 43.52080 d, Wrong t0 value, Transit not found
Planet C3.64,  173.33005337470993, 203.40335 d, 0.5269523111040968, Wrong Period,  111.99101432610017 d, 179.10215 d, Wrong t0 value, Transit not found
Planet C3.65,  176.8027488491777, 364.98510 d, inf, Wrong Period,  40.54627705558045 d, 363.83830 d, Wrong t0 value, Transit not found
Planet C3.66,  188.38640531813996, 9.01951 d, 0.0019448380665956222, Wrong Period,  45.80555723153566 d, 8.19741 d, Wrong t0 value, Transit not found
Planet C3.67,  216.1409601935004, 364.98510 d, inf, Wrong Period,  180.0419707512214 d, 363.69710 d, Wrong t0 value, Transit not found
Planet C3.68,  219.70030135882575, 360.56299 d, 1.5274417789435688, Wrong Period,  143.60835645363883 d, 134.13198 d, Wrong t0 value, Transit not found
Planet C3.69,  154.14139468806724, 203.40335 d, 0.49585426139611855, Wrong Period,  18.428329024271775 d, 179.10215 d, Wrong t0 value, Transit not found
Planet C3.70,  171.72495035642706, 360.03184 d, 1.331804136244699, Wrong Period,  135.69484755395402 d, 359.88397 d, Wrong t0 value, Transit not found
Planet C3.71,  153.3292878302631, 9.01951 d, 0.0019448380665956222, Wrong Period,  122.9361046000651 d, 8.19741 d, Wrong t0 value, Transit not found
Planet C3.72,  192.29508069136628, 9.01951 d, 0.0019448380665956222, Wrong Period,  29.40253696674672 d, 8.23110 d, Wrong t0 value, Transit not found
Planet C3.73,  196.2098511674708, 203.52731 d, 0.5269523111040968, Wrong Period,  76.39938061383069 d, 179.03369 d, Wrong t0 value, Transit not found
Planet C3.74,  202.8402377732618, 293.07911 d, 0.8077519753818763, Wrong Period,  13.685668564942521 d, 44.42484 d, Wrong t0 value, Transit not found
Planet C3.75,  153.10068131252038, 360.03184 d, 1.331804136244699, Wrong Period,  109.34439654028822 d, 359.88397 d, Wrong t0 value, Transit not found
Planet C3.76,  192.89101377534433, 1.51466 d, 0.00022524314114069632, Wrong Period,  144.41867857900237 d, 0.62009 d, Wrong t0 value, Transit not found
Planet C3.77,  189.48139041574018, 9.01951 d, 0.0019448380665956222, Wrong Period,  92.33023729289418 d, 8.19741 d, Wrong t0 value, Transit not found
Planet C3.78,  210.4815987257919, 293.07911 d, 0.8077519753818763, Wrong Period,  57.11415382766007 d, 44.42484 d, Wrong t0 value, Transit not found
Planet C3.79,  219.68088356649963, 203.52731 d, 0.5580630061362086, Wrong Period,  82.52593666617123 d, 179.03369 d, Wrong t0 value, Transit not found
Planet C3.80,  151.4596749632555, 180.18871 d, 0.5008667904230322, Wrong Period,  72.37423850021266 d, 44.46224 d, Wrong t0 value, Transit not found
Planet C3.81,  160.4576063781661, 9.01951 d, 0.0019448380665956222, Wrong Period,  127.3253528949138 d, 6.18348 d, Wrong t0 value, Transit not found
Planet C3.82,  197.41242503782468, 203.52731 d, 0.5269523111040968, Wrong Period,  164.24932502861694 d, 179.03369 d, Wrong t0 value, Transit not found
Planet C3.83,  155.12425395863062, 155.12377 d, 0.10790458831371552, Correct Period,  43.41096340137406 d, 43.32868 d, Correct t0 value, Found Correct Transit
Planet C3.84,  221.2078190163744, 203.52731 d, 0.5580630061362086, Wrong Period,  50.182282359409605 d, 179.03369 d, Wrong t0 value, Transit not found
Planet C3.85,  171.8091986844884, 1.51466 d, 0.00013513516619534371, Wrong Period,  25.888780769760597 d, 0.62009 d, Wrong t0 value, Transit not found
Planet C3.86,  200.6518923474771, 2.37032 d, 0.00024554372067631114, Wrong Period,  64.72802257207587 d, 0.57563 d, Wrong t0 value, Transit not found
Planet C3.87,  201.29759389291104, 1.51466 d, 0.00022524314114069632, Wrong Period,  136.91270818788888 d, 0.62009 d, Wrong t0 value, Transit not found
Planet C3.88,  171.8983690494623, 1.51466 d, 0.00022524314114069632, Wrong Period,  27.152343924592454 d, 0.62009 d, Wrong t0 value, Transit not found
Planet C3.89,  217.97423357021012, 293.17996 d, 0.8081227376928553, Wrong Period,  47.06425073781062 d, 44.34373 d, Correct t0 value, Transit not found
Planet C3.90,  191.6688411460443, 191.67039 d, 0.17164497032094062, Correct Period,  162.34095391432598 d, 162.35811 d, Correct t0 value, Found Correct Transit
Planet C3.91,  221.62253454637977, 360.03184 d, 1.331804136244699, Wrong Period,  94.7827005476663 d, 359.88397 d, Wrong t0 value, Transit not found
Planet C3.92,  176.56627196805073, 9.01951 d, 0.0019448380665956222, Wrong Period,  76.06767167840896 d, 8.19741 d, Wrong t0 value, Transit not found
Planet C3.93,  217.48956602540287, 225.58389 d, 0.5335479774528977, Wrong Period,  26.8340564284234 d, 43.48286 d, Wrong t0 value, Transit not found
Planet C3.94,  216.27974206177046, 360.56299 d, 1.5274417789435688, Wrong Period,  14.022315158394504 d, 134.13198 d, Wrong t0 value, Transit not found
Planet C3.95,  154.93014165309032, 360.56299 d, 1.5934616584071648, Wrong Period,  58.851045570494 d, 134.13198 d, Wrong t0 value, Transit not found
Planet C3.96,  191.56620642512166, 9.01951 d, 0.0019448380665956222, Wrong Period,  27.501429131890262 d, 8.19741 d, Wrong t0 value, Transit not found
Planet C3.97,  150.97208586080257, 360.03184 d, 1.331804136244699, Wrong Period,  133.95109024526465 d, 359.88397 d, Wrong t0 value, Transit not found
Planet C3.98,  216.77377120789203, 9.01951 d, 0.0019448380665956222, Wrong Period,  188.47187095414085 d, 8.23110 d, Wrong t0 value, Transit not found
Planet C3.99,  168.54455959609732, 25.48752 d, 0.0038848957206401025, Wrong Period,  75.22164838045707 d, 14.71537 d, Wrong t0 value, Transit not found
Planet C3.100,  171.31329844631222, 9.01951 d, 0.0019448380665956222, Wrong Period,  130.4213016714093 d, 8.23151 d, Wrong t0 value, Transit not found
Planet C4.1,  165.88019245275322, 360.56299 d, 1.5274417789435688, Wrong Period,  22.898092033088897 d, 134.13198 d, Wrong t0 value, Transit not found
Planet C4.2,  165.54791189951976, 2.04368 d, 0.00013432601097074226, Wrong Period,  21.304961382959675 d, 1.03212 d, Wrong t0 value, Transit not found
Planet C4.3,  160.28587370381427, 364.98510 d, inf, Wrong Period,  38.136636376216266 d, 363.78396 d, Wrong t0 value, Transit not found
Planet C4.4,  213.6813471813997, 360.03184 d, 1.331804136244699, Wrong Period,  111.70733023573582 d, 359.88397 d, Wrong t0 value, Transit not found
Planet C4.5,  210.03112531064647, 25.48752 d, 0.0038848957206401025, Wrong Period,  122.06151879573451 d, 14.71537 d, Wrong t0 value, Transit not found
Planet C4.6,  217.3741156017819, 364.98510 d, inf, Wrong Period,  82.0444319925237 d, 363.69710 d, Wrong t0 value, Transit not found
Planet C4.7,  202.92863916411443, 1.51466 d, 0.00022524314114069632, Wrong Period,  161.25210099936294 d, 0.62009 d, Wrong t0 value, Transit not found
Planet C4.8,  222.31134312918658, 4.82069 d, 0.0008435640949762124, Wrong Period,  153.25899486010735 d, 4.77972 d, Wrong t0 value, Transit not found
Planet C4.9,  216.21033335714657, 142.74558 d, 0.05796900112122216, Wrong Period,  159.85640309103533 d, 90.61834 d, Wrong t0 value, Transit not found
Planet C4.10,  215.3664069873143, 225.58389 d, 0.5335479774528977, Wrong Period,  64.38413708657428 d, 43.49398 d, Wrong t0 value, Transit not found
Planet C4.11,  166.80935637272015, 25.48752 d, 0.0038848957206401025, Wrong Period,  82.88873628332755 d, 14.71537 d, Wrong t0 value, Transit not found
Planet C4.12,  193.79882878826479, 9.01951 d, 0.0019448380665956222, Wrong Period,  153.99940163170697 d, 8.19741 d, Wrong t0 value, Transit not found
Planet C4.13,  193.56513067862832, 360.03184 d, 1.331804136244699, Wrong Period,  129.53475942951786 d, 359.88397 d, Wrong t0 value, Transit not found
Planet C4.14,  169.67972554964098, 293.07911 d, 0.8077519753818763, Wrong Period,  161.00523618439323 d, 44.42484 d, Wrong t0 value, Transit not found
Planet C4.15,  215.17916576017984, 4.82069 d, 0.0008435640949762124, Wrong Period,  104.80115179671897 d, 4.77972 d, Wrong t0 value, Transit not found
Planet C4.16,  174.08902489096963, 12.62086 d, 0.0015219298341841991, Wrong Period,  128.89607563372218 d, 2.60682 d, Wrong t0 value, Transit not found
Planet C4.17,  172.42930341566688, 4.82069 d, 0.0008435640949762124, Wrong Period,  80.60498207411979 d, 0.83096 d, Wrong t0 value, Transit not found
Planet C4.18,  182.8156871512221, 7.90554 d, 0.0012235989412330284, Wrong Period,  3.2308971114056773 d, 5.18866 d, Correct t0 value, Transit not found
Planet C4.19,  194.2846972830699, 364.98510 d, inf, Wrong Period,  55.02010989452807 d, 363.83830 d, Wrong t0 value, Transit not found
Planet C4.20,  221.94104905006213, 221.99508 d, 0.2088599159983744, Correct Period,  17.564216242163102 d, 17.37708 d, Correct t0 value, Found Correct Transit
Planet C4.21,  214.2600588451954, 360.56299 d, 1.5274417789435688, Wrong Period,  104.63507257288117 d, 134.13198 d, Wrong t0 value, Transit not found
Planet C4.22,  169.36442724209806, 360.56299 d, 1.5274417789435688, Wrong Period,  89.11750647043826 d, 134.13198 d, Wrong t0 value, Transit not found
Planet C4.23,  193.03561376729556, 4.82069 d, 0.0008435640949762124, Wrong Period,  115.58172798810378 d, 4.77972 d, Wrong t0 value, Transit not found
Planet C4.24,  209.85811650773593, 225.58389 d, 0.5335479774528977, Wrong Period,  29.985138917020084 d, 43.48286 d, Wrong t0 value, Transit not found
Planet C4.25,  167.3007688963509, 4.82069 d, 0.0008435640949762124, Wrong Period,  47.95965071520706 d, 4.77774 d, Wrong t0 value, Transit not found
Planet C4.26,  185.19519841577255, 25.48752 d, 0.0038848957206401025, Wrong Period,  177.43687393086716 d, 14.71537 d, Wrong t0 value, Transit not found
Planet C4.27,  189.1448962131563, 203.52731 d, 0.5269523111040968, Wrong Period,  27.983867216679243 d, 179.03369 d, Wrong t0 value, Transit not found
Planet C4.28,  157.87745165389651, 9.01951 d, 0.0019448380665956222, Wrong Period,  85.44209670500315 d, 8.19741 d, Wrong t0 value, Transit not found
Planet C4.29,  197.79301931286034, 203.52731 d, 0.5269523111040968, Wrong Period,  24.987589474321652 d, 179.03369 d, Wrong t0 value, Transit not found
Planet C4.30,  160.4406013471876, 180.18871 d, 0.5008667904230322, Wrong Period,  17.75649537741471 d, 44.46224 d, Wrong t0 value, Transit not found
Planet C4.31,  203.23933627388715, 25.48752 d, 0.0038848957206401025, Wrong Period,  40.753356918308654 d, 14.71537 d, Wrong t0 value, Transit not found
