Planet number, Real Period, Calculated Period, Period uncertainty, Result, Real t0, t0 calculated, t0 result, TLS outcome, G8 star
Planet B1.69,  116.09457420909862, 180.18871 d, 0.5008667904230322, Wrong Period,  83.59229032435393 d, 44.23561 d, Wrong t0 value, Transit not found
Planet B1.70,  121.93190621929242, 2.04368 d, 0.00013432601097074226, Wrong Period,  106.11040778890627 d, 1.03212 d, Wrong t0 value, Transit not found
Planet B1.71,  89.79406493019734, 14.96615 d, 0.0019102461120699132, Wrong Period,  38.0346086568754 d, 8.05155 d, Wrong t0 value, Transit not found
Planet B1.72,  89.81578770828733, 251.43875 d, 0.6168767362067911, Wrong Period,  68.62505393618444 d, 226.34169 d, Wrong t0 value, Transit not found
Planet B1.73,  144.07428145739607, 360.03184 d, 1.331804136244699, Wrong Period,  116.99200885607134 d, 359.88397 d, Wrong t0 value, Transit not found
Planet B1.74,  79.31999601280737, 251.43875 d, 0.6168767362067911, Wrong Period,  51.09585040928585 d, 226.34169 d, Wrong t0 value, Transit not found
Planet B1.75,  136.55899703611766, 360.03184 d, 1.331804136244699, Wrong Period,  109.61407494765326 d, 359.88397 d, Wrong t0 value, Transit not found
Planet B1.76,  123.52303597144915, 4.82069 d, 0.0008435640949762124, Wrong Period,  44.84495425131972 d, 4.77774 d, Wrong t0 value, Transit not found
Planet B1.77,  99.72333116170735, 4.82069 d, 0.0008435640949762124, Wrong Period,  26.141251519252954 d, 4.77774 d, Wrong t0 value, Transit not found
Planet B1.78,  122.1569674866244, 225.51278 d, 0.5335479774528977, Wrong Period,  107.16253222846032 d, 43.51719 d, Wrong t0 value, Transit not found
Planet B1.79,  94.09179362801707, 251.43875 d, 0.6168767362067911, Wrong Period,  38.05681489827237 d, 226.34169 d, Wrong t0 value, Transit not found
Planet B1.80,  149.56220957641267, 364.98510 d, inf, Wrong Period,  22.279132579367275 d, 363.78396 d, Wrong t0 value, Transit not found
Planet B1.81,  130.97813393382648, 4.82069 d, 0.0008435640949762124, Wrong Period,  77.19212964494899 d, 4.77774 d, Wrong t0 value, Transit not found
Planet B1.82,  109.6710020106541, 203.40335 d, 0.4645801311664286, Wrong Period,  0.6975826143200107 d, 179.10215 d, Wrong t0 value, Transit not found
Planet B1.83,  93.41875180347913, 251.43875 d, 0.6168767362067911, Wrong Period,  31.05138771975169 d, 226.34169 d, Wrong t0 value, Transit not found
Planet B1.84,  101.4818999289887, 1.51466 d, 0.00013513516619534371, Wrong Period,  2.8147478250810596 d, 0.62009 d, Correct t0 value, Transit not found
Planet B1.85,  143.27617517824618, 360.43010 d, 1.5934616584071648, Wrong Period,  109.29047357944981 d, 134.25410 d, Wrong t0 value, Transit not found
Planet B1.86,  138.66685060680751, 180.18871 d, 0.5008667904230322, Wrong Period,  8.10407533604891 d, 44.46224 d, Wrong t0 value, Transit not found
Planet B1.87,  133.07196837252218, 25.48752 d, 0.0038848957206401025, Wrong Period,  121.11249030694245 d, 14.71537 d, Wrong t0 value, Transit not found
Planet B1.88,  131.23559038112845, 25.48752 d, 0.0038848957206401025, Wrong Period,  124.16387873209734 d, 14.71537 d, Wrong t0 value, Transit not found
Planet B1.89,  118.05962338779099, 4.82069 d, 0.0008435640949762124, Wrong Period,  62.18371799014069 d, 4.77774 d, Wrong t0 value, Transit not found
Planet B1.90,  134.67857149508345, 360.43010 d, 1.5934616584071648, Wrong Period,  71.77141423390388 d, 134.25410 d, Wrong t0 value, Transit not found
Planet B1.91,  77.6079864011329, 1.51466 d, 0.00013513516619534371, Wrong Period,  21.096577688654346 d, 0.62009 d, Wrong t0 value, Transit not found
Planet B1.92,  129.01758138042635, 12.62086 d, 0.0015219298341841991, Wrong Period,  44.71596939879331 d, 2.60682 d, Wrong t0 value, Transit not found
Planet B1.93,  80.40611024076503, 135.39649 d, 0.23418764767585287, Wrong Period,  10.4567067349225 d, 44.00856 d, Wrong t0 value, Transit not found
Planet B1.94,  91.00742470733913, 93.33923 d, 0.06578842874408508, Correct Period,  90.48025209594326 d, 88.22914 d, Correct t0 value, Found Correct Transit
Planet B1.95,  130.92102047650323, 4.82069 d, 0.0008435640949762124, Wrong Period,  19.95843424953026 d, 0.83077 d, Wrong t0 value, Transit not found
Planet B1.96,  80.17701590100842, 135.39649 d, 0.23418764767585287, Wrong Period,  19.793910396988036 d, 44.00856 d, Wrong t0 value, Transit not found
Planet B1.97,  92.03082039116924, 1.51466 d, 0.00013513516619534371, Wrong Period,  48.50857504249211 d, 0.62009 d, Wrong t0 value, Transit not found
Planet B1.98,  117.98080946490059, 203.40335 d, 0.4645801311664286, Wrong Period,  57.72599959091361 d, 179.10215 d, Wrong t0 value, Transit not found
Planet B1.99,  97.78720995821055, 2.04368 d, 0.00013432601097074226, Wrong Period,  12.961814586274283 d, 1.03212 d, Wrong t0 value, Transit not found
Planet B1.100,  111.02865149930149, 203.40335 d, 0.4645801311664286, Wrong Period,  72.2346623519219 d, 179.10215 d, Wrong t0 value, Transit not found
Planet B2.1,  125.022699206387, 9.01951 d, 0.0019448380665956222, Wrong Period,  70.4408949659783 d, 8.19741 d, Wrong t0 value, Transit not found
Planet B2.2,  133.6092699943848, 360.03184 d, 1.331804136244699, Wrong Period,  74.30059543189164 d, 359.88397 d, Wrong t0 value, Transit not found
Planet B2.3,  119.3552144231889, 2.04368 d, 0.00013432601097074226, Wrong Period,  32.09266388863818 d, 1.03212 d, Wrong t0 value, Transit not found
Planet B2.4,  124.95399121570651, 203.40335 d, 0.4956529094946518, Wrong Period,  35.147866471964775 d, 179.10215 d, Wrong t0 value, Transit not found
Planet B2.5,  100.02249384750891, 180.18871 d, 0.5006714635461407, Wrong Period,  8.767905548848987 d, 44.40300 d, Wrong t0 value, Transit not found
Planet B2.6,  100.03590523101691, 360.03184 d, 0.26531422575996544, Wrong Period,  24.50087090159281 d, 359.88397 d, Wrong t0 value, Transit not found
Planet B2.7,  98.49529741955219, 2.04368 d, 0.00013432601097074226, Wrong Period,  61.53824288865847 d, 1.03212 d, Wrong t0 value, Transit not found
Planet B2.8,  83.70176579508137, 2.04368 d, 0.00013432601097074226, Wrong Period,  76.57421119756589 d, 1.03212 d, Wrong t0 value, Transit not found
Planet B2.9,  144.40224704732736, 180.18871 d, 0.5008667904230322, Wrong Period,  84.57430673821972 d, 44.46224 d, Wrong t0 value, Transit not found
Planet B2.10,  135.6732186731605, 203.40335 d, 0.4956529094946518, Wrong Period,  106.29532206617841 d, 179.10215 d, Wrong t0 value, Transit not found
Planet B2.11,  122.96397141201055, 225.51278 d, 0.4978733154336368, Wrong Period,  23.710796596046805 d, 43.51719 d, Wrong t0 value, Transit not found
Planet B2.12,  113.35217453691637, 360.03184 d, 0.7308709904565376, Wrong Period,  61.837907336728286 d, 359.88397 d, Wrong t0 value, Transit not found
Planet B2.13,  80.10540612405131, 2.04368 d, 0.00013432601097074226, Wrong Period,  67.4799768599512 d, 1.03221 d, Wrong t0 value, Transit not found
Planet B2.14,  109.23401479963866, 360.03184 d, 0.26531422575996544, Wrong Period,  50.079814844912626 d, 359.88397 d, Wrong t0 value, Transit not found
Planet B2.15,  115.3621052976298, 360.43010 d, 1.526691376245708, Wrong Period,  50.500132182050464 d, 134.25410 d, Wrong t0 value, Transit not found
Planet B2.16,  132.07360309264686, 203.40335 d, 0.4956529094946518, Wrong Period,  23.744158574326242 d, 179.10215 d, Wrong t0 value, Transit not found
Planet B2.17,  95.93599913083109, 4.82069 d, 0.0008435640949762124, Wrong Period,  23.378780860801637 d, 4.77774 d, Wrong t0 value, Transit not found
Planet B2.18,  145.91298749245078, 360.43010 d, 1.5934616584071648, Wrong Period,  77.29949800839451 d, 134.25410 d, Wrong t0 value, Transit not found
Planet B2.19,  138.80325631165806, 203.40335 d, 0.46476885058815753, Wrong Period,  67.83842964067065 d, 179.10215 d, Wrong t0 value, Transit not found
Planet B2.20,  140.09803462164615, 203.40335 d, 0.46476885058815753, Wrong Period,  7.974373425093488 d, 179.10215 d, Wrong t0 value, Transit not found
Planet B2.21,  137.57974873490184, 1.51466 d, 0.00013513516619534371, Wrong Period,  37.0498651184204 d, 0.62009 d, Wrong t0 value, Transit not found
Planet B2.22,  138.51542200634447, 180.18871 d, 0.5008667904230322, Wrong Period,  128.1630734545002 d, 44.23561 d, Wrong t0 value, Transit not found
Planet B2.23,  124.73983247787429, 1.51466 d, 0.00013513516619534371, Wrong Period,  11.01791706300748 d, 0.62009 d, Wrong t0 value, Transit not found
Planet B2.24,  93.53359875290067, 1.12969 d, 6.093813467600295e-05, Wrong Period,  23.475070654453187 d, 0.34538 d, Wrong t0 value, Transit not found
Planet B2.25,  112.79647167106685, 4.82069 d, 0.0008435640949762124, Wrong Period,  77.5819680662819 d, 4.77774 d, Wrong t0 value, Transit not found
Planet B2.26,  115.34093877216397, 9.01951 d, 0.0019448380665956222, Wrong Period,  26.589278375510375 d, 8.19741 d, Wrong t0 value, Transit not found
Planet B2.27,  123.61906355200892, 25.48752 d, 0.0038848957206401025, Wrong Period,  117.52618259274779 d, 14.71537 d, Wrong t0 value, Transit not found
Planet B2.28,  98.99531122364107, 180.18871 d, 0.5269199899788362, Wrong Period,  89.33108617185434 d, 44.40300 d, Wrong t0 value, Transit not found
Planet B2.29,  134.5279793376663, 9.01951 d, 0.0019448380665956222, Wrong Period,  132.78610226601467 d, 8.19741 d, Wrong t0 value, Transit not found
Planet B2.30,  134.8876322426879, 1.51466 d, 0.00022524314114069632, Wrong Period,  26.08640733554973 d, 0.62009 d, Wrong t0 value, Transit not found
Planet B2.31,  109.43132486552659, 180.18871 d, 0.47441270677258274, Wrong Period,  26.371272686494763 d, 44.23561 d, Wrong t0 value, Transit not found
Planet B2.32,  133.6999213531902, 251.43875 d, 0.6166078860662196, Wrong Period,  19.318627952219078 d, 226.34169 d, Wrong t0 value, Transit not found
Planet B2.33,  123.74586748281176, 360.43010 d, 1.5934616584071648, Wrong Period,  10.257631800022684 d, 134.25410 d, Wrong t0 value, Transit not found
Planet B2.34,  117.3934537107596, 180.18871 d, 0.5008667904230322, Wrong Period,  86.15196131302366 d, 44.23561 d, Wrong t0 value, Transit not found
Planet B2.35,  88.2433958120756, 360.29728 d, 1.526691376245708, Wrong Period,  32.553963977121185 d, 134.54295 d, Wrong t0 value, Transit not found
Planet B2.36,  139.1991221364483, 180.18871 d, 0.5008667904230322, Wrong Period,  40.99332679389986 d, 44.46224 d, Correct t0 value, Transit not found
Planet B2.37,  130.62563741057636, 251.43875 d, 0.6166078860662196, Wrong Period,  81.11931322056768 d, 226.34169 d, Wrong t0 value, Transit not found
Planet B2.38,  143.22207189666182, 364.98510 d, inf, Wrong Period,  116.91575251989647 d, 363.78396 d, Wrong t0 value, Transit not found
Planet B2.39,  86.21154912945855, 360.03184 d, 0.26531422575996544, Wrong Period,  11.6847987068174 d, 359.88397 d, Wrong t0 value, Transit not found
Planet B2.40,  76.19173907270718, 225.51278 d, 0.4978733154336368, Wrong Period,  25.242409681981517 d, 43.51719 d, Wrong t0 value, Transit not found
Planet B2.41,  96.87459762979837, 2.04368 d, 0.00013432601097074226, Wrong Period,  66.3580186291401 d, 1.03221 d, Wrong t0 value, Transit not found
Planet B2.42,  111.41000373384408, 225.51278 d, 0.5335479774528977, Wrong Period,  9.227303774518433 d, 43.51719 d, Wrong t0 value, Transit not found
Planet B2.43,  90.30171914903264, 1.51466 d, 0.00013513516619534371, Wrong Period,  17.435003214968123 d, 0.56740 d, Wrong t0 value, Transit not found
Planet B2.44,  77.15933986563017, 360.03184 d, 0.26531422575996544, Wrong Period,  34.35947707545423 d, 359.88397 d, Wrong t0 value, Transit not found
Planet B2.45,  113.88746946788157, 4.82069 d, 0.0008435640949762124, Wrong Period,  88.89431613264625 d, 0.83116 d, Wrong t0 value, Transit not found
Planet B2.46,  131.79697481678303, 360.03184 d, 1.331804136244699, Wrong Period,  104.80509383911776 d, 359.88397 d, Wrong t0 value, Transit not found
Planet B2.47,  98.86864155111348, 9.01951 d, 0.0019448380665956222, Wrong Period,  53.72624714295716 d, 8.19741 d, Wrong t0 value, Transit not found
Planet B2.48,  76.3738917662282, 135.39649 d, 0.23418764767585287, Wrong Period,  65.0976455967284 d, 44.00856 d, Wrong t0 value, Transit not found
Planet B2.49,  100.56596505394663, 2.04368 d, 0.00013432601097074226, Wrong Period,  33.53870646838533 d, 1.03212 d, Wrong t0 value, Transit not found
Planet B2.50,  134.4649489975979, 1.51466 d, 0.00013513516619534371, Wrong Period,  74.96926255031973 d, 0.62009 d, Wrong t0 value, Transit not found
Planet B2.51,  121.6574790843136, 360.29728 d, 1.526691376245708, Wrong Period,  10.199070664380505 d, 134.56664 d, Wrong t0 value, Transit not found
Planet B2.52,  94.27119254452603, 135.39649 d, 0.2522468542988605, Wrong Period,  87.87869365227841 d, 44.00856 d, Wrong t0 value, Transit not found
Planet B2.53,  144.48596145987605, 203.40335 d, 0.49585426139611855, Wrong Period,  116.77955559388427 d, 179.10215 d, Wrong t0 value, Transit not found
Planet B2.54,  88.62382256227774, 2.04368 d, 0.00013432601097074226, Wrong Period,  63.31843829416494 d, 1.03212 d, Wrong t0 value, Transit not found
Planet B2.55,  89.28492226438354, 360.03184 d, 0.26531422575996544, Wrong Period,  55.977555371467304 d, 359.88397 d, Wrong t0 value, Transit not found
Planet B2.56,  128.21914159889917, 225.51278 d, 0.5335479774528977, Wrong Period,  10.47003266626043 d, 43.51719 d, Wrong t0 value, Transit not found
Planet B2.57,  145.78302231373257, 25.48752 d, 0.0038848957206401025, Wrong Period,  133.94066655509863 d, 14.71537 d, Wrong t0 value, Transit not found
Planet B2.58,  80.2422865368678, 202.60004 d, 0.6168067234374064, Wrong Period,  51.943794239301326 d, 89.71547 d, Wrong t0 value, Transit not found
Planet B2.59,  99.52839568517297, 360.03184 d, 0.26531422575996544, Wrong Period,  53.82773614759344 d, 359.88397 d, Wrong t0 value, Transit not found
Planet B2.60,  97.26599572474971, 360.03184 d, 0.26531422575996544, Wrong Period,  6.367274289709885 d, 359.88397 d, Wrong t0 value, Transit not found
Planet B2.61,  97.15007051981328, 360.29728 d, 1.526691376245708, Wrong Period,  22.08176517419345 d, 134.56664 d, Wrong t0 value, Transit not found
Planet B2.62,  119.98778494575649, 25.48752 d, 0.0038848957206401025, Wrong Period,  13.075249304675408 d, 14.71537 d, Correct t0 value, Transit not found
Planet B2.63,  87.1499920995567, 135.39649 d, 0.2522468542988605, Wrong Period,  13.448506816755641 d, 44.00856 d, Wrong t0 value, Transit not found
Planet B2.64,  79.7368141344466, 180.18871 d, 0.5004762318764193, Wrong Period,  74.47223193640644 d, 44.35856 d, Wrong t0 value, Transit not found
Planet B2.65,  134.39008438944484, 251.43875 d, 0.6166078860662196, Wrong Period,  22.272047124994288 d, 226.34169 d, Wrong t0 value, Transit not found
Planet B2.66,  115.19652577241979, 7.90554 d, 0.0012235989412330284, Wrong Period,  45.82716727439569 d, 5.18866 d, Wrong t0 value, Transit not found
Planet B2.67,  97.81070156826826, 360.29728 d, 1.526691376245708, Wrong Period,  53.11645014963236 d, 134.56664 d, Wrong t0 value, Transit not found
Planet B2.68,  104.91016731126054, 251.43875 d, 0.6166078860662196, Wrong Period,  16.769169595983477 d, 226.40800 d, Wrong t0 value, Transit not found
Planet B2.69,  101.75728631864007, 4.82069 d, 0.0008435640949762124, Wrong Period,  70.69086303543295 d, 0.83116 d, Wrong t0 value, Transit not found
Planet B2.70,  85.03371125997295, 2.04368 d, 0.00013432601097074226, Wrong Period,  0.8951423631487236 d, 1.03212 d, Correct t0 value, Transit not found
Planet B2.71,  96.02671044193396, 135.39649 d, 0.2522468542988605, Wrong Period,  77.94005234504624 d, 44.00856 d, Wrong t0 value, Transit not found
Planet B2.72,  105.32321099617369, 251.43875 d, 0.6168767362067911, Wrong Period,  100.32568424630571 d, 226.34169 d, Wrong t0 value, Transit not found
Planet B2.73,  109.5998306527591, 360.03184 d, 0.26531422575996544, Wrong Period,  79.18544171534703 d, 359.88397 d, Wrong t0 value, Transit not found
Planet B2.74,  95.31301528819104, 1.12969 d, 6.093813467600295e-05, Wrong Period,  64.34446808600805 d, 0.34538 d, Wrong t0 value, Transit not found
Planet B2.75,  145.56802551106964, 360.43010 d, 1.526691376245708, Wrong Period,  57.73084714153024 d, 134.25410 d, Wrong t0 value, Transit not found
Planet B2.76,  138.39479414485086, 4.82069 d, 0.0008435640949762124, Wrong Period,  52.56583269454844 d, 4.77774 d, Wrong t0 value, Transit not found
Planet B2.77,  142.9734032061051, 25.48752 d, 0.0038848957206401025, Wrong Period,  38.79457331703586 d, 14.71537 d, Wrong t0 value, Transit not found
Planet B2.78,  122.5109086537527, 25.48752 d, 0.0038848957206401025, Wrong Period,  22.575903985955332 d, 14.71537 d, Wrong t0 value, Transit not found
Planet B2.79,  118.06318375572488, 180.18871 d, 0.5008667904230322, Wrong Period,  66.61719276462739 d, 44.23561 d, Wrong t0 value, Transit not found
Planet B2.80,  106.90842443364247, 203.40335 d, 0.4645801311664286, Wrong Period,  73.54117426141634 d, 179.10215 d, Wrong t0 value, Transit not found
Planet B2.81,  115.77249523385981, 225.51278 d, 0.5335479774528977, Wrong Period,  6.79628548826261 d, 43.51719 d, Wrong t0 value, Transit not found
Planet B2.82,  89.325344965868, 89.33497 d, 0.06207165495034417, Correct Period,  78.36448142879219 d, 78.31334 d, Correct t0 value, Found Correct Transit
Planet B2.83,  78.52925659038733, 180.18871 d, 0.5004762318764193, Wrong Period,  73.34038085952663 d, 44.40300 d, Wrong t0 value, Transit not found
Planet B2.84,  142.6104338213822, 364.98510 d, inf, Wrong Period,  103.77842443999342 d, 363.78396 d, Wrong t0 value, Transit not found
Planet B2.85,  146.3049892499872, 364.98510 d, inf, Wrong Period,  106.59298912884687 d, 363.78396 d, Wrong t0 value, Transit not found
Planet B2.86,  110.05630438167242, 4.82069 d, 0.0008435640949762124, Wrong Period,  39.86313501501099 d, 4.77774 d, Wrong t0 value, Transit not found
Planet B2.87,  136.129107636048, 225.51278 d, 0.5335479774528977, Wrong Period,  110.45981230159204 d, 43.51719 d, Wrong t0 value, Transit not found
Planet B2.88,  122.24756931984908, 25.48752 d, 0.0038848957206401025, Wrong Period,  62.10586637605768 d, 14.71537 d, Wrong t0 value, Transit not found
Planet B2.89,  118.72330217889944, 180.18871 d, 0.5008667904230322, Wrong Period,  2.3138623007597103 d, 44.23561 d, Wrong t0 value, Transit not found
Planet B2.90,  108.3875404193962, 360.03184 d, 0.26531422575996544, Wrong Period,  13.051028057778401 d, 359.88397 d, Wrong t0 value, Transit not found
Planet B2.91,  91.44749333586783, 4.82069 d, 0.0008435640949762124, Wrong Period,  13.276395666242482 d, 4.77774 d, Wrong t0 value, Transit not found
Planet B2.92,  83.58094611844514, 1.51466 d, 0.00013513516619534371, Wrong Period,  60.97746524297575 d, 0.62009 d, Wrong t0 value, Transit not found
Planet B2.93,  138.54143450354238, 360.43010 d, 1.5934616584071648, Wrong Period,  11.665292781218438 d, 134.25410 d, Wrong t0 value, Transit not found
Planet B2.94,  77.70874473544391, 225.51278 d, 0.4978733154336368, Wrong Period,  4.497997507486415 d, 43.51719 d, Wrong t0 value, Transit not found
Planet B2.95,  92.97085369947234, 180.18871 d, 0.5269199899788362, Wrong Period,  1.0131696408187991 d, 44.40300 d, Wrong t0 value, Transit not found
Planet B2.96,  145.46114904245292, 9.01951 d, 0.0019448380665956222, Wrong Period,  77.83281895148197 d, 8.19741 d, Wrong t0 value, Transit not found
Planet B2.97,  140.24704865914927, 251.43875 d, 0.6166078860662196, Wrong Period,  11.101140982648822 d, 226.34169 d, Wrong t0 value, Transit not found
Planet B2.98,  143.82190747554915, 360.03184 d, 1.331804136244699, Wrong Period,  25.261280043787853 d, 359.88397 d, Wrong t0 value, Transit not found
Planet B2.99,  147.41416060765306, 4.82069 d, 0.0008435640949762124, Wrong Period,  78.68005385592808 d, 4.77774 d, Wrong t0 value, Transit not found
Planet B2.100,  147.47847348227788, 364.98510 d, inf, Wrong Period,  19.923753144769552 d, 363.78396 d, Wrong t0 value, Transit not found
Planet B3.1,  103.12132689120254, 251.43875 d, 0.6168767362067911, Wrong Period,  34.2396754529188 d, 226.34169 d, Wrong t0 value, Transit not found
Planet B3.2,  100.28379321153082, 135.39649 d, 0.27031247114041435, Wrong Period,  59.366502509750354 d, 44.00856 d, Wrong t0 value, Transit not found
Planet B3.3,  143.13884523103576, 4.82069 d, 0.0008435640949762124, Wrong Period,  111.64173906529753 d, 0.83077 d, Wrong t0 value, Transit not found
Planet B3.4,  125.53705012443302, 225.51278 d, 0.5335479774528977, Wrong Period,  66.76399100620742 d, 43.51719 d, Wrong t0 value, Transit not found
Planet B3.5,  122.12625122910623, 4.82069 d, 0.0008435640949762124, Wrong Period,  43.80067446510436 d, 4.77774 d, Wrong t0 value, Transit not found
Planet B3.6,  102.05062846832458, 251.43875 d, 0.6168767362067911, Wrong Period,  34.00549592694961 d, 226.34169 d, Wrong t0 value, Transit not found
Planet B3.7,  147.0398430382051, 225.58389 d, 0.5335479774528977, Wrong Period,  90.4594418805915 d, 43.52080 d, Wrong t0 value, Transit not found
Planet B3.8,  135.5577464541437, 135.64887 d, 0.03609919396052419, Correct Period,  26.504455841109863 d, 26.35638 d, Correct t0 value, Found Correct Transit
Planet B3.9,  97.97149917018241, 251.43875 d, 0.6168767362067911, Wrong Period,  76.46660984092735 d, 226.34169 d, Wrong t0 value, Transit not found
Planet B3.10,  118.69180644640369, 180.18871 d, 0.5008667904230322, Wrong Period,  92.0420632785427 d, 44.23561 d, Wrong t0 value, Transit not found
Planet B3.11,  116.472784076719, 9.01951 d, 0.0019448380665956222, Wrong Period,  88.0611555620755 d, 0.79482 d, Wrong t0 value, Transit not found
Planet B3.12,  126.94635848284545, 203.40335 d, 0.4956529094946518, Wrong Period,  108.93713235208601 d, 179.10215 d, Wrong t0 value, Transit not found
Planet B3.13,  117.94747645727014, 360.03184 d, 0.7308709904565376, Wrong Period,  62.41505746900677 d, 359.88397 d, Wrong t0 value, Transit not found
Planet B3.14,  148.21126800417238, 4.82069 d, 0.0008435640949762124, Wrong Period,  4.253258974799135 d, 4.77774 d, Correct t0 value, Transit not found
Planet B3.15,  110.75590206103277, 4.82069 d, 0.0008435640949762124, Wrong Period,  29.61132335429185 d, 4.77774 d, Wrong t0 value, Transit not found
Planet B3.16,  141.24838932288435, 180.18871 d, 0.5008667904230322, Wrong Period,  29.287935002884428 d, 44.46224 d, Wrong t0 value, Transit not found
Planet B3.17,  99.891612962933, 4.82069 d, 0.0010543936219278294, Wrong Period,  54.39519406451715 d, 4.77774 d, Wrong t0 value, Transit not found
Planet B3.18,  78.87197531239387, 360.29728 d, 1.526691376245708, Wrong Period,  73.19011322034608 d, 134.56664 d, Wrong t0 value, Transit not found
Planet B3.19,  81.74166139115094, 360.29728 d, 1.526691376245708, Wrong Period,  51.03421938729804 d, 134.56664 d, Wrong t0 value, Transit not found
Planet B3.20,  118.40775270655888, 360.03184 d, 0.7308709904565376, Wrong Period,  39.94042879429785 d, 359.88397 d, Wrong t0 value, Transit not found
Planet B3.21,  96.68000849232361, 251.43875 d, 0.6168767362067911, Wrong Period,  3.6511678041511253 d, 226.34169 d, Wrong t0 value, Transit not found
Planet B3.22,  126.13027927475113, 9.01951 d, 0.0019448380665956222, Wrong Period,  29.8886940219911 d, 8.19741 d, Wrong t0 value, Transit not found
Planet B3.23,  143.5027277712791, 364.98510 d, inf, Wrong Period,  108.03988839451698 d, 363.78396 d, Wrong t0 value, Transit not found
Planet B3.24,  109.1264414862136, 180.18871 d, 0.47441270677258274, Wrong Period,  1.188504979762325 d, 44.23561 d, Wrong t0 value, Transit not found
Planet B3.25,  112.75403833321599, 225.51278 d, 0.5335479774528977, Wrong Period,  11.695834670168615 d, 43.51719 d, Wrong t0 value, Transit not found
Planet B3.26,  81.48490196906664, 225.51278 d, 0.4978733154336368, Wrong Period,  55.837951381302226 d, 43.51719 d, Wrong t0 value, Transit not found
Planet B3.27,  131.58270292037304, 251.43875 d, 0.6166078860662196, Wrong Period,  78.44454933369829 d, 226.34169 d, Wrong t0 value, Transit not found
Planet B3.28,  116.22012635384252, 1.12969 d, 6.093813467600295e-05, Wrong Period,  45.60776245383398 d, 0.34538 d, Wrong t0 value, Transit not found
Planet B3.29,  119.8418014671565, 360.43010 d, 1.526691376245708, Wrong Period,  20.645931404235945 d, 134.25410 d, Wrong t0 value, Transit not found
Planet B3.30,  109.40319725338827, 360.29728 d, 1.526691376245708, Wrong Period,  10.600929159149734 d, 134.56664 d, Wrong t0 value, Transit not found
Planet B3.31,  99.46842174364605, 203.40335 d, 0.4645801311664286, Wrong Period,  59.65439177022225 d, 179.10215 d, Wrong t0 value, Transit not found
Planet B3.32,  112.12787492907549, 112.12148 d, 0.07001751907571219, Correct Period,  70.39792543859198 d, 70.42030 d, Correct t0 value, Found Correct Transit
Planet B3.33,  134.54684848421667, 202.60004 d, 0.647778672587279, Wrong Period,  52.142260281917416 d, 89.71547 d, Wrong t0 value, Transit not found
Planet B3.34,  132.21794421000186, 9.01951 d, 0.0019448380665956222, Wrong Period,  102.13062994297015 d, 8.19741 d, Wrong t0 value, Transit not found
Planet B3.35,  110.56300863631611, 225.51278 d, 0.5335479774528977, Wrong Period,  37.67341513221071 d, 43.51719 d, Wrong t0 value, Transit not found
Planet B3.36,  130.55577401832485, 4.82069 d, 0.0008435640949762124, Wrong Period,  7.239694615853869 d, 4.77774 d, Correct t0 value, Transit not found
Planet B3.37,  133.91324443847967, 1.51466 d, 0.00013513516619534371, Wrong Period,  15.735445049314041 d, 0.62009 d, Wrong t0 value, Transit not found
Planet B3.38,  115.34954238996093, 228.23610 d, 0.361361660671804, Wrong Period,  39.13273953435876 d, 44.66271 d, Wrong t0 value, Transit not found
Planet B3.39,  84.5839643444514, 180.18871 d, 0.5004762318764193, Wrong Period,  28.171975820848953 d, 44.40300 d, Wrong t0 value, Transit not found
Planet B3.40,  77.44723455526957, 77.44126 d, 0.05127425032581101, Correct Period,  50.842565735753396 d, 50.86796 d, Correct t0 value, Found Correct Transit
Planet B3.41,  133.45080086080253, 1.51466 d, 0.00013513516619534371, Wrong Period,  8.307778392448014 d, 0.62009 d, Wrong t0 value, Transit not found
Planet B3.42,  91.62074242471334, 251.43875 d, 0.6168767362067911, Wrong Period,  17.27161302343266 d, 226.34169 d, Wrong t0 value, Transit not found
Planet B3.43,  122.14507475971124, 203.40335 d, 0.4956529094946518, Wrong Period,  27.014263246228477 d, 179.10215 d, Wrong t0 value, Transit not found
Planet B3.44,  137.9038758002291, 251.35657 d, 0.6166078860662196, Wrong Period,  39.29870351677133 d, 226.42724 d, Wrong t0 value, Transit not found
Planet B3.45,  93.25089282720603, 251.43875 d, 0.6168767362067911, Wrong Period,  53.225965260566035 d, 226.34169 d, Wrong t0 value, Transit not found
Planet B3.46,  85.28449152761775, 4.82069 d, 0.0008435640949762124, Wrong Period,  81.81538276439292 d, 4.77774 d, Wrong t0 value, Transit not found
Planet B3.47,  88.42122995325023, 360.03184 d, 0.26531422575996544, Wrong Period,  41.34330181564855 d, 359.88397 d, Wrong t0 value, Transit not found
Planet B3.48,  122.03175266401892, 360.43010 d, 1.526691376245708, Wrong Period,  115.56361210323973 d, 134.25410 d, Wrong t0 value, Transit not found
Planet B3.49,  107.80741883790213, 4.82069 d, 0.0008435640949762124, Wrong Period,  59.31139466936144 d, 4.77774 d, Wrong t0 value, Transit not found
Planet B3.50,  136.4983106313532, 251.43875 d, 0.6166078860662196, Wrong Period,  4.735708032560191 d, 226.34169 d, Wrong t0 value, Transit not found
Planet B3.51,  105.9222557849667, 203.40335 d, 0.4645801311664286, Wrong Period,  23.663385248091373 d, 179.10215 d, Wrong t0 value, Transit not found
