Planet number, Real Period, Calculated Period, Period uncertainty, Result, Real t0, t0 calculated, t0 result, TLS outcome, F5 star
Planet A4.21,  66.45363260242289, 1.11012 d, 5.953427598914818e-05, Wrong Period,  55.00294877226173 d, 0.57639 d, Wrong t0 value, Transit not found
Planet A4.22,  55.45840746548025, 43.71910 d, 0.015953923870714704, Wrong Period,  30.464837633395984 d, 36.82361 d, Wrong t0 value, Transit not found
Planet A4.23,  34.901179401046846, 4.88967 d, 0.0004298482404396786, Wrong Period,  12.027990895755103 d, 2.03733 d, Wrong t0 value, Transit not found
Planet A4.24,  29.58803780799254, 1.35103 d, 7.735662647978536e-05, Wrong Period,  25.739780366863446 d, 1.30058 d, Wrong t0 value, Transit not found
Planet A4.25,  28.05575601528316, 2.08451 d, 0.00020686544102077598, Wrong Period,  14.621122309587099 d, 1.03909 d, Wrong t0 value, Transit not found
Planet A4.26,  38.73615595483861, 215.17614 d, 0.23369339753662643, Wrong Period,  11.335955032855834 d, 154.48152 d, Wrong t0 value, Transit not found
Planet A4.27,  19.15508814813657, 72.59343 d, 0.023523451092231085, Wrong Period,  1.9731994718096444 d, 4.21859 d, Correct t0 value, Transit not found
Planet A4.28,  46.67351705197978, 215.17614 d, 0.23369339753662643, Wrong Period,  26.321596309618428 d, 154.48152 d, Wrong t0 value, Transit not found
Planet A4.29,  48.40992571977702, 81.10903 d, 0.027272684084799437, Wrong Period,  29.991266288939034 d, 53.36979 d, Wrong t0 value, Transit not found
Planet A4.30,  32.65736015930858, 72.59343 d, 0.023523451092231085, Wrong Period,  12.757872651634406 d, 4.21859 d, Wrong t0 value, Transit not found
Planet A4.31,  40.623953414166415, 81.10903 d, 0.027272684084799437, Wrong Period,  26.616542017875457 d, 53.36979 d, Wrong t0 value, Transit not found
Planet A4.32,  41.39409609693699, 62.09680 d, 0.012736053815672221, Wrong Period,  8.785853862836944 d, 8.71999 d, Correct t0 value, Transit not found
Planet A4.33,  55.49141725740466, 4.88967 d, 0.0004298482404396786, Wrong Period,  53.36781296509034 d, 2.03371 d, Wrong t0 value, Transit not found
Planet A4.34,  60.175245097242225, 217.66616 d, 0.06781573770078353, Wrong Period,  39.07433031494614 d, 70.92727 d, Wrong t0 value, Transit not found
Planet A4.35,  14.691056242132671, 149.64438 d, 0.12349149835625894, Wrong Period,  3.3078611765109955 d, 134.76987 d, Wrong t0 value, Transit not found
Planet A4.36,  55.17841908902154, 81.10903 d, 0.027272684084799437, Wrong Period,  48.03322122044219 d, 53.36979 d, Wrong t0 value, Transit not found
Planet A4.37,  57.091528132623054, 215.17614 d, 0.23369339753662643, Wrong Period,  29.72737831429763 d, 154.49036 d, Wrong t0 value, Transit not found
Planet A4.38,  73.9230834011039, 1.11012 d, 5.953427598914818e-05, Wrong Period,  65.25814761773817 d, 0.57639 d, Wrong t0 value, Transit not found
Planet A4.39,  63.353195418618625, 1.35103 d, 7.735662647978536e-05, Wrong Period,  57.80731898581628 d, 1.30058 d, Wrong t0 value, Transit not found
Planet A4.40,  58.3323230413319, 2.08451 d, 0.00020686544102077598, Wrong Period,  46.15943075761917 d, 1.04936 d, Wrong t0 value, Transit not found
Planet A4.41,  45.80714039237087, 72.59343 d, 0.023523451092231085, Wrong Period,  22.63667436155771 d, 4.21859 d, Wrong t0 value, Transit not found
Planet A4.42,  27.563318314698165, 27.58906 d, 0.00431775921251365, Correct Period,  5.399118920914434 d, 2.68287 d, Correct t0 value, Found Correct Transit
Planet A4.43,  20.706712548448827, 2.08451 d, 0.00020686544102077598, Wrong Period,  5.750175665051462 d, 1.03909 d, Correct t0 value, Transit not found
Planet A4.44,  39.55818932194236, 27.58906 d, 0.00431775921251365, Wrong Period,  4.076952499768276 d, 14.28112 d, Wrong t0 value, Transit not found
Planet A4.45,  54.32201935341043, 4.88967 d, 0.0004298482404396786, Wrong Period,  28.635296436685937 d, 2.03753 d, Wrong t0 value, Transit not found
Planet A4.46,  15.201506733233705, 2.08451 d, 0.00020686544102077598, Wrong Period,  8.372760167343307 d, 1.03909 d, Wrong t0 value, Transit not found
Planet A4.47,  33.37450635821075, 27.58906 d, 0.00431775921251365, Wrong Period,  28.919135479460362 d, 14.29359 d, Wrong t0 value, Transit not found
Planet A4.48,  70.69481848345796, 81.10903 d, 0.027272684084799437, Wrong Period,  25.45335054915883 d, 53.36979 d, Wrong t0 value, Transit not found
Planet A4.49,  35.28654865499772, 1.35103 d, 7.735662647978536e-05, Wrong Period,  6.860585212578607 d, 0.80685 d, Wrong t0 value, Transit not found
Planet A4.50,  6.532136599233243, 6.53189 d, 0.002213271054407606, Correct Period,  2.066073621538279 d, 2.08166 d, Correct t0 value, Found Correct Transit
Planet A4.51,  7.620090082994616, 27.58906 d, 0.00431775921251365, Wrong Period,  7.398817118940305 d, 2.68287 d, Correct t0 value, Transit not found
Planet A4.52,  37.75453118108712, 217.66616 d, 0.06781573770078353, Wrong Period,  2.799485056094871 d, 70.93621 d, Wrong t0 value, Transit not found
Planet A4.53,  35.64168496221454, 217.66616 d, 0.06781573770078353, Wrong Period,  28.990916905286905 d, 70.93621 d, Wrong t0 value, Transit not found
Planet A4.54,  21.249809006852235, 2.08451 d, 0.00020686544102077598, Wrong Period,  11.536809138374695 d, 1.03909 d, Wrong t0 value, Transit not found
Planet A4.55,  71.2646179770674, 2.08451 d, 0.00020686544102077598, Wrong Period,  65.33126059794151 d, 1.04851 d, Wrong t0 value, Transit not found
Planet A4.56,  53.36326362054606, 72.59343 d, 0.023523451092231085, Wrong Period,  6.13061592371386 d, 4.21859 d, Correct t0 value, Transit not found
Planet A4.57,  32.0739514348829, 4.88967 d, 0.0004298482404396786, Wrong Period,  15.578240372679527 d, 2.03753 d, Wrong t0 value, Transit not found
Planet A4.58,  0.913026021512664, 0.91302 d, 0.00020643484914634191, Correct Period,  0.713766003545931 d, 0.71613 d, Correct t0 value, Found Correct Transit
Planet A4.59,  12.865416167680433, 149.64438 d, 0.12349149835625894, Wrong Period,  9.25020004006534 d, 134.76987 d, Wrong t0 value, Transit not found
Planet A4.60,  9.810294421066686, 9.80953 d, 0.003263316915701253, Correct Period,  7.668649441904167 d, 7.70440 d, Correct t0 value, Found Correct Transit
Planet A4.61,  57.713067769669266, 2.08451 d, 0.00020686544102077598, Wrong Period,  0.9326401830035577 d, 1.04988 d, Correct t0 value, Transit not found
Planet A4.62,  51.314161538601915, 215.17614 d, 0.23369339753662643, Wrong Period,  6.28393240445621 d, 154.48152 d, Wrong t0 value, Transit not found
Planet A4.63,  53.552623136552164, 1.35103 d, 7.735662647978536e-05, Wrong Period,  40.077583980651156 d, 0.80741 d, Wrong t0 value, Transit not found
Planet A4.64,  48.30253781608277, 27.58906 d, 0.00431775921251365, Wrong Period,  18.360436633279832 d, 2.68287 d, Wrong t0 value, Transit not found
Planet A4.65,  28.088851357443527, 217.66616 d, 0.06781573770078353, Wrong Period,  7.696143689156187 d, 70.93621 d, Wrong t0 value, Transit not found
Planet A4.66,  60.29195957652529, 38.81625 d, 0.010211810424493706, Wrong Period,  23.560738144023283 d, 12.32086 d, Wrong t0 value, Transit not found
Planet A4.67,  46.354227638491324, 1.11012 d, 5.953427598914818e-05, Wrong Period,  8.416849875293996 d, 0.57639 d, Wrong t0 value, Transit not found
Planet A4.68,  2.632884837856042, 2.63289 d, 0.0005648498670003388, Correct Period,  1.3195253045450799 d, 1.32359 d, Correct t0 value, Found Correct Transit
Planet A4.69,  57.414723764766784, 215.17614 d, 0.23369339753662643, Wrong Period,  32.879630212749944 d, 154.49036 d, Wrong t0 value, Transit not found
Planet A4.70,  55.3695149260803, 81.10903 d, 0.027272684084799437, Wrong Period,  16.8147010702228 d, 53.36979 d, Wrong t0 value, Transit not found
Planet A4.71,  18.26734023566987, 73.14517 d, 0.015843705539012376, Wrong Period,  7.232170662075793 d, 46.64299 d, Wrong t0 value, Transit not found
Planet A4.72,  59.6213072071565, 2.08451 d, 0.00020686544102077598, Wrong Period,  44.01778650524787 d, 1.04936 d, Wrong t0 value, Transit not found
Planet A4.73,  9.516801904163472, 9.51746 d, 0.004177989753350708, Correct Period,  6.662997576461324 d, 6.67550 d, Correct t0 value, Found Correct Transit
Planet A4.74,  11.8964778020337, 217.66616 d, 0.06781573770078353, Wrong Period,  4.623110308374921 d, 70.93621 d, Wrong t0 value, Transit not found
Planet A4.75,  23.27512297238131, 2.08451 d, 0.00020686544102077598, Wrong Period,  12.60103511453587 d, 1.87453 d, Wrong t0 value, Transit not found
Planet A4.76,  43.125068612453745, 1.35103 d, 7.735662647978536e-05, Wrong Period,  5.308750572919897 d, 0.80741 d, Correct t0 value, Transit not found
Planet A4.77,  49.718726841580036, 72.59343 d, 0.023523451092231085, Wrong Period,  43.20962041426066 d, 4.21859 d, Wrong t0 value, Transit not found
Planet A4.78,  62.42695818271671, 2.08451 d, 0.00020686544102077598, Wrong Period,  31.162561431841294 d, 1.04936 d, Wrong t0 value, Transit not found
Planet A4.79,  5.8163760745798845, 5.81681 d, 0.00216728279725098, Correct Period,  4.4101518826676696 d, 4.40158 d, Correct t0 value, Found Correct Transit
Planet A4.80,  7.275429418587861, 7.27563 d, 0.002555499075556078, Correct Period,  1.652204472204941 d, 1.62949 d, Correct t0 value, Found Correct Transit
Planet A4.81,  48.88120578080285, 2.08451 d, 0.00020686544102077598, Wrong Period,  46.41787839951451 d, 1.04936 d, Wrong t0 value, Transit not found
Planet A4.82,  60.751194764481745, 2.08451 d, 0.00020686544102077598, Wrong Period,  9.648886285446649 d, 1.04936 d, Wrong t0 value, Transit not found
Planet A4.83,  67.23925994830532, 38.81625 d, 0.010211810424493706, Wrong Period,  59.79747090928131 d, 12.32086 d, Wrong t0 value, Transit not found
Planet A4.84,  17.722717809536277, 2.08451 d, 0.00020686544102077598, Wrong Period,  10.550904895456165 d, 1.87453 d, Wrong t0 value, Transit not found
Planet A4.85,  57.30549888004439, 217.66616 d, 0.06781573770078353, Wrong Period,  7.120932298121225 d, 70.92727 d, Wrong t0 value, Transit not found
Planet A4.86,  14.4322539001419, 27.58906 d, 0.00431775921251365, Wrong Period,  9.691287213802994 d, 14.29359 d, Correct t0 value, Transit not found
Planet A4.87,  44.094430074256884, 2.08451 d, 0.00020686544102077598, Wrong Period,  5.314023370241425 d, 1.04936 d, Correct t0 value, Transit not found
Planet A4.88,  72.60869054221827, 217.66616 d, 0.06781573770078353, Wrong Period,  63.22886331473485 d, 70.92727 d, Wrong t0 value, Transit not found
Planet A4.89,  9.690123673056078, 9.69300 d, 0.00428104547283592, Correct Period,  3.3491576796218916 d, 3.29649 d, Correct t0 value, Found Correct Transit
Planet A4.90,  12.392016976503934, 149.64438 d, 0.12349149835625894, Wrong Period,  1.6303818974971542 d, 134.76987 d, Wrong t0 value, Transit not found
Planet A4.91,  50.136668246551395, 217.66616 d, 0.06781573770078353, Wrong Period,  16.53584528552939 d, 70.93621 d, Wrong t0 value, Transit not found
Planet A4.92,  22.897504757872056, 27.58906 d, 0.00431775921251365, Correct Period,  2.156945121917257 d, 14.29359 d, Wrong t0 value, Transit not found
Planet A4.93,  63.30530355589448, 217.66616 d, 0.06781573770078353, Wrong Period,  48.553550417751396 d, 70.92727 d, Wrong t0 value, Transit not found
Planet A4.94,  34.03410722021647, 27.58906 d, 0.00431775921251365, Wrong Period,  12.375513960662673 d, 2.68287 d, Wrong t0 value, Transit not found
Planet A4.95,  13.278077411481416, 26.56179 d, 0.008207788709048813, Wrong Period,  3.7705453332417385 d, 14.34377 d, Wrong t0 value, Transit not found
Planet A4.96,  32.591337890483125, 2.08451 d, 0.00020686544102077598, Wrong Period,  0.6644638791581992 d, 0.55642 d, Correct t0 value, Transit not found
Planet A4.97,  8.426734510031874, 149.64438 d, 0.10289070930402033, Wrong Period,  1.7258760351423719 d, 134.76987 d, Wrong t0 value, Transit not found
Planet A4.98,  10.053138958570063, 62.09680 d, 0.012736053815672221, Wrong Period,  5.257209995132708 d, 8.71999 d, Correct t0 value, Transit not found
Planet A4.99,  69.07122980887723, 2.08451 d, 0.00020686544102077598, Wrong Period,  8.73604409022588 d, 1.87453 d, Wrong t0 value, Transit not found
Planet A4.100,  51.01562233780042, 81.10903 d, 0.027272684084799437, Wrong Period,  25.10973303196707 d, 53.36979 d, Wrong t0 value, Transit not found
Planet A5.1,  51.912518332375896, 1.11012 d, 5.953427598914818e-05, Wrong Period,  49.60379301097374 d, 0.57639 d, Wrong t0 value, Transit not found
Planet A5.2,  19.887024677780648, 280.92355 d, 0.19058563922934013, Wrong Period,  13.729233206582045 d, 23.05959 d, Wrong t0 value, Transit not found
Planet A5.3,  10.122465271720408, 149.64438 d, 0.10289070930402033, Wrong Period,  5.7208023679750335 d, 134.76987 d, Wrong t0 value, Transit not found
Planet A5.4,  10.343759635894667, 149.64438 d, 0.10289070930402033, Wrong Period,  0.20034270244473518 d, 134.76987 d, Wrong t0 value, Transit not found
Planet A5.5,  13.879367298825477, 27.58906 d, 0.00431775921251365, Wrong Period,  6.139514893466388 d, 14.29359 d, Wrong t0 value, Transit not found
Planet A5.6,  53.14695343543201, 215.17614 d, 0.23369339753662643, Wrong Period,  31.35845424251312 d, 154.48152 d, Wrong t0 value, Transit not found
Planet A5.7,  14.06355451501978, 4.88967 d, 0.0004298482404396786, Wrong Period,  6.264529511317783 d, 2.03229 d, Correct t0 value, Transit not found
Planet A5.8,  56.30972696689347, 81.10903 d, 0.027272684084799437, Wrong Period,  11.35968363280262 d, 53.36979 d, Wrong t0 value, Transit not found
Planet A5.9,  31.31387884505349, 149.64438 d, 0.14409984454985647, Wrong Period,  13.60848710394671 d, 134.76987 d, Wrong t0 value, Transit not found
Planet A5.10,  8.375833135338812, 217.66616 d, 0.06781573770078353, Wrong Period,  4.366815450465622 d, 70.92727 d, Wrong t0 value, Transit not found
Planet A5.11,  13.582289092615346, 13.58494 d, 0.007554335884515595, Correct Period,  0.8936933375549152 d, 0.79097 d, Correct t0 value, Found Correct Transit
Planet A5.12,  45.43906779726035, 2.08451 d, 0.00020686544102077598, Wrong Period,  31.586614315218945 d, 1.87453 d, Wrong t0 value, Transit not found
Planet A5.13,  48.10420015402205, 2.08451 d, 0.00020686544102077598, Wrong Period,  14.919541253039677 d, 1.87453 d, Wrong t0 value, Transit not found
Planet A5.14,  34.63926024682564, 27.58906 d, 0.00431775921251365, Wrong Period,  2.4382273341837535 d, 14.27658 d, Wrong t0 value, Transit not found
Planet A5.15,  49.797178457852546, 2.08451 d, 0.00020686544102077598, Wrong Period,  14.261598793500099 d, 1.04988 d, Wrong t0 value, Transit not found
Planet A5.16,  2.068347600425677, 2.06832 d, 0.0004094700722128142, Correct Period,  0.7429216365303408 d, 0.74619 d, Correct t0 value, Found Correct Transit
Planet A5.17,  52.77961925634302, 4.88967 d, 0.0004298482404396786, Wrong Period,  21.5445848914495 d, 2.03753 d, Wrong t0 value, Transit not found
Planet A5.18,  49.222016843158364, 4.88967 d, 0.0004298482404396786, Wrong Period,  31.3661404132878 d, 2.03753 d, Wrong t0 value, Transit not found
Planet A5.19,  52.385031820774394, 183.44280 d, 0.0539854632597212, Wrong Period,  26.25680572976239 d, 78.55032 d, Wrong t0 value, Transit not found
Planet A5.20,  6.974608398671217, 6.97392 d, 0.0017253626760811436, Correct Period,  5.266903038472518 d, 5.32845 d, Correct t0 value, Found Correct Transit
Planet A5.21,  12.98818421349429, 191.72764 d, 0.08590794008901526, Wrong Period,  9.902116984825417 d, 122.81136 d, Wrong t0 value, Transit not found
Planet A5.22,  38.839443839919035, 81.10903 d, 0.027272684084799437, Wrong Period,  19.323992356124645 d, 53.36979 d, Wrong t0 value, Transit not found
Planet A5.23,  60.41141669176034, 149.64438 d, 0.1853392222255934, Wrong Period,  11.333114144820833 d, 134.77602 d, Wrong t0 value, Transit not found
Planet A5.24,  32.2637163786393, 4.88967 d, 0.0004298482404396786, Wrong Period,  25.240879250405747 d, 2.03753 d, Wrong t0 value, Transit not found
Planet A5.25,  22.03330644898627, 217.66616 d, 0.06781573770078353, Wrong Period,  7.846594376315013 d, 70.92727 d, Wrong t0 value, Transit not found
Planet A5.26,  69.11714521334675, 2.08451 d, 0.00020686544102077598, Wrong Period,  1.0497850994940225 d, 1.04851 d, Correct t0 value, Transit not found
Planet A5.27,  47.49256873658985, 27.58906 d, 0.00431775921251365, Wrong Period,  0.8078631181428564 d, 2.68287 d, Correct t0 value, Transit not found
Planet A5.28,  30.993054367763655, 149.64438 d, 0.14409984454985647, Wrong Period,  4.638337978580532 d, 134.76987 d, Wrong t0 value, Transit not found
Planet A5.29,  17.75625533093463, 1.35103 d, 7.735662647978536e-05, Wrong Period,  6.016984301927915 d, 0.06060 d, Wrong t0 value, Transit not found
Planet A5.30,  8.082244685008503, 149.64438 d, 0.10289070930402033, Wrong Period,  6.082739223781815 d, 134.76987 d, Wrong t0 value, Transit not found
Planet A5.31,  4.091470738576667, 4.09138 d, 0.0011863007785519741, Correct Period,  0.8700770947878493 d, 0.87365 d, Correct t0 value, Found Correct Transit
Planet A5.32,  23.79228809404458, 1.11012 d, 5.953427598914818e-05, Wrong Period,  14.08785216751809 d, 0.57639 d, Wrong t0 value, Transit not found
Planet A5.33,  11.416909689930474, 11.41483 d, 0.005325526265869129, Correct Period,  7.325059239791323 d, 7.38027 d, Correct t0 value, Found Correct Transit
Planet A5.34,  62.18622294083892, 4.88967 d, 0.0004298482404396786, Wrong Period,  36.61010460059524 d, 2.03753 d, Wrong t0 value, Transit not found
Planet A5.35,  31.745553794836905, 81.10903 d, 0.027272684084799437, Wrong Period,  28.523912159335527 d, 53.33312 d, Wrong t0 value, Transit not found
Planet A5.36,  59.20679014727723, 27.58906 d, 0.00431775921251365, Wrong Period,  8.376208593998065 d, 2.68287 d, Wrong t0 value, Transit not found
Planet A5.37,  11.997786521031935, 11.99695 d, 0.003556406881129348, Correct Period,  8.772645651327222 d, 8.79670 d, Correct t0 value, Found Correct Transit
Planet A5.38,  34.23571123478331, 149.64438 d, 0.14409984454985647, Wrong Period,  16.865105833498795 d, 134.68377 d, Wrong t0 value, Transit not found
Planet A5.39,  8.873364467944217, 8.87236 d, 0.003329867317245494, Correct Period,  7.474190906331134 d, 7.52109 d, Correct t0 value, Found Correct Transit
Planet A5.40,  58.76969121402036, 215.17614 d, 0.23369339753662643, Wrong Period,  35.67445491283267 d, 154.49036 d, Wrong t0 value, Transit not found
Planet A5.41,  31.76311516442112, 1.11012 d, 5.953427598914818e-05, Wrong Period,  20.55361560824448 d, 0.57639 d, Wrong t0 value, Transit not found
Planet A5.42,  44.66179533152583, 72.59343 d, 0.03136008521040168, Wrong Period,  26.68076263950673 d, 4.21859 d, Wrong t0 value, Transit not found
Planet A5.43,  39.10632574344334, 191.72764 d, 0.08590794008901526, Wrong Period,  5.402540324355422 d, 122.81136 d, Wrong t0 value, Transit not found
Planet A5.44,  26.9447811341566, 4.88967 d, 0.0004298482404396786, Wrong Period,  8.426420855417254 d, 2.03371 d, Wrong t0 value, Transit not found
Planet A5.45,  61.33179543888799, 4.88967 d, 0.0004298482404396786, Wrong Period,  48.7700804464836 d, 2.03753 d, Wrong t0 value, Transit not found
Planet A5.46,  42.39633231496325, 4.88967 d, 0.0004298482404396786, Wrong Period,  3.228742959124689 d, 2.03733 d, Correct t0 value, Transit not found
Planet A5.47,  7.331390205326666, 7.33067 d, 0.002950659613118578, Correct Period,  7.105239498676172 d, 7.13216 d, Correct t0 value, Found Correct Transit
Planet A5.48,  24.024384062323165, 27.58906 d, 0.00431775921251365, Correct Period,  23.292668736718095 d, 2.68287 d, Wrong t0 value, Transit not found
Planet A5.49,  54.40797422613857, 149.64438 d, 0.1647157513504709, Wrong Period,  53.03104468021216 d, 134.77602 d, Wrong t0 value, Transit not found
Planet A5.50,  10.28154731871544, 72.59343 d, 0.023523451092231085, Wrong Period,  0.17486119911284856 d, 4.21859 d, Correct t0 value, Transit not found
Planet A5.51,  45.48751371601897, 1.11012 d, 5.953427598914818e-05, Wrong Period,  29.554526437052473 d, 0.57639 d, Wrong t0 value, Transit not found
Planet A5.52,  43.961051100984875, 215.17614 d, 0.23369339753662643, Wrong Period,  28.251103166485535 d, 154.48152 d, Wrong t0 value, Transit not found
Planet A5.53,  31.533335539409745, 4.88967 d, 0.0004298482404396786, Wrong Period,  13.036800480870795 d, 2.03733 d, Wrong t0 value, Transit not found
Planet A5.54,  66.03692557044997, 217.66616 d, 0.06781573770078353, Wrong Period,  0.3718556290787434 d, 70.92727 d, Wrong t0 value, Transit not found
Planet A5.55,  29.872888822201784, 1.35103 d, 7.735662647978536e-05, Wrong Period,  27.645713036978375 d, 1.30136 d, Wrong t0 value, Transit not found
Planet A5.56,  26.243203361332036, 72.59343 d, 0.023523451092231085, Wrong Period,  3.9680321999648505 d, 4.21859 d, Correct t0 value, Transit not found
Planet A5.57,  64.75528965930505, 215.17614 d, 0.2002671647637726, Wrong Period,  3.9034599769824925 d, 154.49036 d, Wrong t0 value, Transit not found
Planet A5.58,  66.30772944574917, 1.11012 d, 5.953427598914818e-05, Wrong Period,  66.29126371508018 d, 0.57639 d, Wrong t0 value, Transit not found
Planet A5.59,  23.782932196872896, 27.58906 d, 0.00431775921251365, Correct Period,  3.801918336971297 d, 14.29359 d, Wrong t0 value, Transit not found
Planet A5.60,  69.39862797941883, 1.11012 d, 5.953427598914818e-05, Wrong Period,  51.89036467482076 d, 0.57639 d, Wrong t0 value, Transit not found
Planet A5.61,  10.905641132022662, 10.90601 d, 0.004384617007392677, Correct Period,  7.979002573535756 d, 7.98096 d, Correct t0 value, Found Correct Transit
Planet A5.62,  69.37582517906334, 4.88967 d, 0.0004298482404396786, Wrong Period,  69.2438410350891 d, 2.03753 d, Wrong t0 value, Transit not found
Planet A5.63,  45.6267193019791, 27.58906 d, 0.00431775921251365, Wrong Period,  41.91437835452641 d, 14.29359 d, Wrong t0 value, Transit not found
Planet A5.64,  72.15141421961742, 215.17614 d, 0.2002671647637726, Wrong Period,  45.444285748078734 d, 154.49036 d, Wrong t0 value, Transit not found
Planet A5.65,  47.782539515735074, 27.58906 d, 0.00431775921251365, Wrong Period,  15.589550843267904 d, 2.68287 d, Wrong t0 value, Transit not found
Planet A5.66,  31.751300701738515, 72.59343 d, 0.023523451092231085, Wrong Period,  15.45142158194062 d, 4.21859 d, Wrong t0 value, Transit not found
Planet A5.67,  54.45916510440503, 38.81625 d, 0.010211810424493706, Wrong Period,  46.02195683044402 d, 12.32086 d, Wrong t0 value, Transit not found
Planet A5.68,  19.11916800457155, 4.88967 d, 0.0004298482404396786, Wrong Period,  15.568257568459131 d, 2.03733 d, Wrong t0 value, Transit not found
Planet A5.69,  24.31577235761643, 149.64438 d, 0.12349149835625894, Wrong Period,  22.660931422301896 d, 134.76987 d, Wrong t0 value, Transit not found
Planet A5.70,  19.094692334554033, 73.14517 d, 0.015843705539012376, Wrong Period,  17.786942273820117 d, 46.64299 d, Wrong t0 value, Transit not found
Planet A5.71,  16.004789838615547, 4.88967 d, 0.0004298482404396786, Wrong Period,  9.010177998986768 d, 2.01457 d, Wrong t0 value, Transit not found
Planet A5.72,  67.16986480519964, 1.11012 d, 5.953427598914818e-05, Wrong Period,  36.353171785905104 d, 0.57639 d, Wrong t0 value, Transit not found
Planet A5.73,  63.05802199213802, 4.88967 d, 0.0004298482404396786, Wrong Period,  2.660935984119298 d, 2.03753 d, Correct t0 value, Transit not found
Planet A5.74,  21.760098750051853, 1.11012 d, 5.953427598914818e-05, Wrong Period,  17.68660400986575 d, 0.57639 d, Wrong t0 value, Transit not found
Planet A5.75,  53.1249510053439, 1.35103 d, 7.735662647978536e-05, Wrong Period,  14.90549343217795 d, 1.30058 d, Wrong t0 value, Transit not found
Planet A5.76,  55.73650966842035, 81.10903 d, 0.027272684084799437, Wrong Period,  25.187833630187082 d, 53.36979 d, Wrong t0 value, Transit not found
Planet A5.77,  72.71296378494854, 27.58906 d, 0.00431775921251365, Wrong Period,  5.116180730503228 d, 14.28112 d, Wrong t0 value, Transit not found
Planet A5.78,  5.832399173520134, 5.83255 d, 0.0019033362903893014, Correct Period,  4.602318603084501 d, 4.59419 d, Correct t0 value, Found Correct Transit
Planet A5.79,  37.511182983014656, 72.59343 d, 0.023523451092231085, Wrong Period,  13.50313459525947 d, 4.21859 d, Wrong t0 value, Transit not found
Planet A5.80,  10.504414877046111, 280.92355 d, 0.19058563922934013, Wrong Period,  4.974324162061091 d, 23.05959 d, Wrong t0 value, Transit not found
Planet A5.81,  44.27161631789922, 81.10903 d, 0.027272684084799437, Wrong Period,  2.569369891135604 d, 53.36979 d, Wrong t0 value, Transit not found
Planet A5.82,  35.88996391497599, 72.59343 d, 0.023523451092231085, Wrong Period,  24.459499843594582 d, 4.21859 d, Wrong t0 value, Transit not found
Planet A5.83,  54.34643950252379, 27.58906 d, 0.00431775921251365, Wrong Period,  20.56821905126983 d, 14.27658 d, Wrong t0 value, Transit not found
Planet A5.84,  45.49669264890066, 72.59343 d, 0.023523451092231085, Wrong Period,  39.419292133940814 d, 4.24544 d, Wrong t0 value, Transit not found
Planet A5.85,  40.867718599137106, 215.17614 d, 0.23369339753662643, Wrong Period,  18.279658538812896 d, 154.48152 d, Wrong t0 value, Transit not found
Planet A5.86,  33.86981725647974, 2.08451 d, 0.00020686544102077598, Wrong Period,  21.99679388068125 d, 1.03909 d, Wrong t0 value, Transit not found
Planet A5.87,  65.2569033177778, 72.59343 d, 0.03136008521040168, Wrong Period,  49.081019700417144 d, 4.21859 d, Wrong t0 value, Transit not found
Planet A5.88,  40.08412748190845, 20.04146 d, 0.011278249458559486, Wrong Period,  13.189017508891167 d, 13.17051 d, Correct t0 value, Transit not found
Planet A5.89,  49.30895492737062, 27.58906 d, 0.00431775921251365, Wrong Period,  12.18702164377486 d, 2.68287 d, Wrong t0 value, Transit not found
Planet A5.90,  20.1323167855055, 1.11012 d, 5.953427598914818e-05, Wrong Period,  9.76469551090856 d, 0.57639 d, Wrong t0 value, Transit not found
Planet A5.91,  0.8306998281384315, 0.83068 d, 0.00014154962095075385, Correct Period,  0.23637961355710885 d, 0.24119 d, Correct t0 value, Found Correct Transit
Planet A5.92,  38.31788060782023, 2.08451 d, 0.00020686544102077598, Wrong Period,  37.4308306551692 d, 1.04988 d, Wrong t0 value, Transit not found
Planet A5.93,  15.380941295873484, 15.38250 d, 0.006934405860532067, Correct Period,  0.2813865655547312 d, 0.22743 d, Correct t0 value, Found Correct Transit
Planet A5.94,  21.752877525432893, 191.72764 d, 0.08590794008901526, Wrong Period,  4.479086900539174 d, 122.81136 d, Wrong t0 value, Transit not found
Planet A5.95,  3.541519549842656, 3.54176 d, 0.0009786181922240011, Correct Period,  0.826671367390922 d, 0.78311 d, Correct t0 value, Found Correct Transit
Planet A5.96,  17.93405555884961, 280.92355 d, 0.19058563922934013, Wrong Period,  13.884466910449326 d, 23.05959 d, Wrong t0 value, Transit not found
Planet A5.97,  66.45616824189061, 72.59343 d, 0.03136008521040168, Wrong Period,  45.68149713088418 d, 4.21859 d, Wrong t0 value, Transit not found
Planet A5.98,  14.595677179470723, 14.59420 d, 0.0046184169550471665, Correct Period,  0.1933050464121281 d, 0.22554 d, Correct t0 value, Found Correct Transit
Planet A5.99,  19.456786063133773, 27.58906 d, 0.00431775921251365, Wrong Period,  14.645807393964795 d, 14.29359 d, Correct t0 value, Transit not found
Planet A5.100,  73.30269116193489, 72.59343 d, 0.03136008521040168, Correct Period,  5.619920044064285 d, 4.20964 d, Correct t0 value, Found Correct Transit
Planet A6.1,  66.51093117366062, 81.10903 d, 0.027272684084799437, Wrong Period,  16.5999024549516 d, 53.36979 d, Wrong t0 value, Transit not found
